Chr,start,end,mid,sites,Pi,perc_RAD
I,9780001,9790000,9785010,9963,0.0004,WGS
I,9790001,9800000,9795163,9037,0.0006,WGS
I,9800001,9810000,9805057,9078,0.0004,WGS
I,9810001,9820000,9813749,6878,0.0018,WGS
I,9820001,9830000,9825251,8064,0.0029,WGS
I,9830001,9840000,9835208,9225,0.0006,WGS
I,9840001,9850000,9844988,9956,0.0004,WGS
I,9850001,9860000,9855019,9880,0.0004,WGS
I,9860001,9870000,9864757,7864,0.0006,WGS
I,9870001,9880000,9875064,9784,0.0004,WGS
I,9880001,9890000,9884990,9849,0.0004,WGS
I,9890001,9900000,9894394,8095,0.0007,WGS
I,9900001,9910000,9905001,9995,0.0002,WGS
I,9910001,9920000,9915006,9955,0.0003,WGS
I,9920001,9930000,9924967,9660,0.0003,WGS
I,9930001,9940000,9934993,9716,0.0003,WGS
I,9940001,9950000,9944951,8833,0.0003,WGS
I,9950001,9960000,9955056,9747,0.0004,WGS
I,9960001,9970000,9964885,8949,0.0004,WGS
I,9970001,9980000,9975163,8845,0.0002,WGS
I,9980001,9990000,9985010,9780,0.0004,WGS
I,9990001,10000000,9995101,9478,0.0002,WGS
I,10000001,10010000,10004894,9714,0.0003,WGS
I,10010001,10020000,10015005,9978,0.0003,WGS
I,10020001,10030000,10024510,8811,0.0003,WGS
I,10030001,10040000,10035207,9447,0.0004,WGS
I,10040001,10050000,10044868,8404,0.0002,WGS
I,10050001,10060000,10054866,9060,0.0003,WGS
I,10060001,10070000,10065299,8671,0.0003,WGS
I,10070001,10080000,10074918,9732,0.0003,WGS
I,10080001,10090000,10084777,9117,0.0002,WGS
I,10090001,10100000,10095247,8630,0.0006,WGS
I,10100001,10110000,10105484,8284,0.0004,WGS
I,10110001,10120000,10115002,9991,0.0004,WGS
I,10120001,10130000,10124894,9598,0.0002,WGS
I,10130001,10140000,10134655,8565,0.006,WGS
I,10140001,10150000,10145273,8224,0.0005,WGS
I,10150001,10160000,10155109,8895,0.0002,WGS
I,10160001,10170000,10165069,9316,0.0002,WGS
I,10170001,10180000,10175104,9697,0.0004,WGS
I,10180001,10190000,10184995,9974,0.0002,WGS
I,10190001,10200000,10194965,9667,0.0003,WGS
I,10200001,10210000,10202527,3648,0.0024,WGS
I,10210001,10220000,10217424,1603,0.0035,WGS
I,10220001,10230000,10224585,7737,0.0005,WGS
I,10230001,10240000,10234935,7788,0.0008,WGS
I,10240001,10250000,10245677,7759,0.0005,WGS
I,10250001,10260000,10255057,8194,0.0005,WGS
I,10260001,10270000,10264739,8667,0.0031,WGS
I,10270001,10280000,10275216,7850,0.0065,WGS
I,10280001,10290000,10285182,9035,0.0007,WGS
I,10290001,10300000,10294986,9618,0.0004,WGS
I,10300001,10310000,10304867,8635,0.0134,WGS
I,10310001,10320000,10314911,7728,0.0115,WGS
I,10320001,10330000,10325053,9783,0.0004,WGS
I,10330001,10340000,10335039,9887,0.0004,WGS
I,10340001,10350000,10345026,9606,0.0006,WGS
I,10350001,10360000,10354995,9951,0.0005,WGS
I,10360001,10370000,10365045,9870,0.0004,WGS
I,10370001,10380000,10375020,9809,0.0005,WGS
I,10380001,10390000,10385088,9752,0.0003,WGS
I,10390001,10400000,10395033,9637,0.0006,WGS
I,10400001,10410000,10405008,9906,0.0003,WGS
I,10410001,10420000,10414371,6691,0.0002,WGS
I,10420001,10430000,10424999,9691,0.0004,WGS
I,10430001,10440000,10435107,9719,0.0004,WGS
I,10440001,10450000,10444767,9226,0.0003,WGS
I,10450001,10460000,10454494,6041,0.001,WGS
I,10460001,10470000,10464830,8936,0.0012,WGS
I,10470001,10480000,10475004,9988,0.0012,WGS
I,10480001,10490000,10485046,9720,0.0008,WGS
I,10490001,10500000,10494881,8777,0.0006,WGS
I,10500001,10510000,10505059,9423,0.0005,WGS
I,10510001,10520000,10515147,9510,0.0004,WGS
I,10520001,10530000,10524292,8426,0.0005,WGS
I,10530001,10540000,10534756,9381,0.0006,WGS
I,10540001,10550000,10545297,9216,0.0008,WGS
I,10550001,10560000,10555006,9759,0.0007,WGS
I,10560001,10570000,10565001,9994,0.0005,WGS
I,10570001,10580000,10575002,9081,0.0006,WGS
I,10580001,10590000,10585198,8909,0.0006,WGS
I,10590001,10600000,10594911,9774,0.0003,WGS
I,10600001,10610000,10605488,7548,0.0014,WGS
I,10610001,10620000,10615017,9964,0.0004,WGS
I,10620001,10630000,10625037,9889,0.0004,WGS
I,10630001,10640000,10635021,9769,0.0005,WGS
I,10640001,10650000,10644997,9981,0.0007,WGS
I,10650001,10660000,10655311,8201,0.0009,WGS
I,10660001,10670000,10665030,9332,0.0007,WGS
I,10670001,10680000,10674713,9069,0.001,WGS
I,10680001,10690000,10685096,9555,0.0006,WGS
I,10690001,10700000,10694890,8987,0.0009,WGS
I,10700001,10710000,10705277,8472,0.0008,WGS
I,10710001,10720000,10714873,9443,0.0013,WGS
I,10720001,10730000,10725035,9663,0.0015,WGS
I,10730001,10740000,10734792,9213,0.0007,WGS
I,10740001,10750000,10744766,9148,0.0006,WGS
I,10750001,10760000,10755042,9885,0.0004,WGS
I,10760001,10770000,10765025,9522,0.0004,WGS
I,10770001,10780000,10774964,9124,0.0003,WGS
I,10780001,10790000,10785172,8693,0.0014,WGS
I,10790001,10800000,10794686,9177,0.0004,WGS
I,10800001,10810000,10805461,8289,0.0005,WGS
I,10810001,10820000,10814955,9583,0.001,WGS
I,10820001,10830000,10824983,9900,0.0008,WGS
I,10830001,10840000,10834952,8854,0.0006,WGS
I,10840001,10850000,10844923,9616,0.0005,WGS
I,10850001,10860000,10855723,5432,0.0008,WGS
I,10860001,10870000,10864771,9093,0.0009,WGS
I,10870001,10880000,10875431,8085,0.0008,WGS
I,10880001,10890000,10885228,9387,0.0003,WGS
I,10890001,10900000,10895203,8129,0.0006,WGS
I,10900001,10910000,10904637,8154,0.0008,WGS
I,10910001,10920000,10914532,8119,0.002,WGS
I,10920001,10930000,10924881,8851,0.0009,WGS
I,10930001,10940000,10935099,6081,0.0017,WGS
I,10940001,10950000,10947429,3077,0.0301,WGS
I,10950001,10960000,10955011,5615,0.013,WGS
I,10960001,10970000,10964094,6486,0.0013,WGS
I,10970001,10980000,10975674,3754,0.0009,WGS
I,10980001,10990000,10983661,5073,0.0006,WGS
I,10990001,11000000,10994158,4627,0.0036,WGS
I,11000001,11010000,11005242,6500,0.001,WGS
I,11010001,11020000,11014995,9730,0.0011,WGS
I,11020001,11030000,11025006,9883,0.0013,WGS
I,11030001,11040000,11034372,6319,0.0006,WGS
I,11040001,11050000,11045509,1888,0.001,WGS
I,11050001,11060000,11055860,6399,0.0016,WGS
I,11060001,11070000,11065181,8203,0.003,WGS
I,11070001,11080000,11074946,8605,0.0012,WGS
I,11080001,11090000,11084784,6825,0.0008,WGS
I,11090001,11100000,11093905,6390,0.0005,WGS
I,11100001,11110000,11105238,6010,0.0004,WGS
I,11110001,11120000,11115308,6773,0.0011,WGS
I,11120001,11130000,11125183,7846,0.0009,WGS
I,11130001,11140000,11135118,8799,0.0012,WGS
I,11140001,11150000,11145208,8269,0.0017,WGS
I,11150001,11160000,11154143,7890,0.0016,WGS
I,11160001,11170000,11165288,5125,0.0012,WGS
I,11170001,11180000,11174247,5828,0.0016,WGS
I,11180001,11190000,11185128,6581,0.0026,WGS
I,11190001,11200000,11196079,5014,0.001,WGS
I,11200001,11210000,11205275,8097,0.0021,WGS
I,11210001,11220000,11213785,4792,0.0014,WGS
I,11220001,11230000,11224911,5238,0.0023,WGS
I,11230001,11240000,11235350,8913,0.0022,WGS
I,11240001,11250000,11244993,9847,0.0017,WGS
I,11250001,11260000,11254869,8578,0.0022,WGS
I,11260001,11270000,11265255,7871,0.0022,WGS
I,11270001,11280000,11274182,7074,0.0029,WGS
I,11280001,11290000,11286020,5394,0.0017,WGS
I,11290001,11300000,11294743,8591,0.0017,WGS
I,11300001,11310000,11304775,2256,0.0011,WGS
I,11310001,11320000,11314443,3406,0.002,WGS
I,11320001,11330000,11325732,2472,0.0011,WGS
I,11330001,11340000,11335274,8618,0.002,WGS
I,11340001,11350000,11343672,6264,0.0019,WGS
I,11350001,11360000,11354267,5124,0.0027,WGS
I,11360001,11370000,11366153,1297,0.0019,WGS
I,11370001,11380000,11374352,2219,0.0008,WGS
I,11380001,11390000,11384449,3841,0.0021,WGS
I,11390001,11400000,11393689,5204,0.002,WGS
I,11400001,11410000,11404183,4171,0.0013,WGS
I,11410001,11420000,11415452,2435,0.0015,WGS
I,11420001,11430000,11424846,7871,0.0022,WGS
I,11430001,11440000,11430741,694,0.003,WGS
I,11440001,11450000,11441367,167,0.0016,WGS
I,11450001,11460000,11458265,3176,0.0036,WGS
I,11460001,11470000,11464296,4850,0.0032,WGS
I,11470001,11480000,11475742,2716,0.0062,WGS
I,11480001,11490000,11485563,6254,0.0015,WGS
I,11490001,11500000,11494862,9018,0.002,WGS
I,11500001,11510000,11504720,9087,0.0022,WGS
I,11510001,11520000,11515152,7236,0.0016,WGS
I,11520001,11530000,11524426,8192,0.0014,WGS
I,11530001,11540000,11535086,6807,0.0012,WGS
I,11540001,11550000,11544894,9326,0.0017,WGS
I,11550001,11560000,11554786,8360,0.0014,WGS
I,11560001,11570000,11565554,7852,0.0015,WGS
I,11570001,11580000,11574579,3924,0.0019,WGS
I,11580001,11590000,11584882,9218,0.0016,WGS
I,11590001,11600000,11595172,8341,0.0029,WGS
I,11600001,11610000,11604536,4711,0.003,WGS
I,11610001,11620000,11613193,4181,0.003,WGS
I,11620001,11630000,11629056,1409,0.0094,WGS
I,11630001,11640000,11634665,7544,0.0016,WGS
I,11640001,11650000,11644987,9891,0.0023,WGS
I,11650001,11660000,11654657,8825,0.0039,WGS
I,11660001,11670000,11665249,5735,0.0018,WGS
I,11670001,11680000,11674647,7540,0.002,WGS
I,11680001,11690000,11685188,8326,0.0025,WGS
I,11690001,11700000,11695272,8058,0.0015,WGS
I,11700001,11710000,11704971,9554,0.0026,WGS
I,11710001,11720000,11714810,9014,0.0032,WGS
I,11720001,11730000,11724689,9090,0.0027,WGS
I,11730001,11740000,11734963,9056,0.0014,WGS
I,11740001,11750000,11745102,8624,0.0021,WGS
I,11750001,11760000,11754974,9689,0.0011,WGS
I,11760001,11770000,11765292,8876,0.0011,WGS
I,11770001,11780000,11775109,9200,0.0016,WGS
I,11780001,11790000,11784927,9384,0.0012,WGS
I,11790001,11800000,11794524,8269,0.0016,WGS
I,11800001,11810000,11804992,7686,0.0023,WGS
I,11810001,11820000,11815345,8425,0.0018,WGS
I,11820001,11830000,11824101,6497,0.002,WGS
I,11830001,11840000,11833425,5700,0.0018,WGS
I,11840001,11850000,11845599,6402,0.0021,WGS
I,11850001,11860000,11856464,2528,0.0032,WGS
I,11860001,11870000,11864746,4869,0.0029,WGS
I,11870001,11880000,11874234,7034,0.0023,WGS
I,11880001,11890000,11885294,7752,0.0032,WGS
I,11890001,11900000,11893687,4951,0.0017,WGS
I,11900001,11910000,11906838,5049,0.0015,WGS
I,11910001,11920000,11912759,4832,0.0015,WGS
I,11920001,11930000,11926042,4376,0.0021,WGS
I,11930001,11940000,11934948,8737,0.0038,WGS
I,11940001,11950000,11945053,8709,0.006,WGS
I,11950001,11960000,11953699,4737,0.0023,WGS
I,11960001,11970000,11966142,4951,0.0024,WGS
I,11970001,11980000,11975529,6909,0.0023,WGS
I,11980001,11990000,11985111,8591,0.0021,WGS
I,11990001,12000000,11995737,6191,0.0018,WGS
I,12000001,12010000,12005116,7894,0.0019,WGS
I,12010001,12020000,12015443,8873,0.0015,WGS
I,12020001,12030000,12024688,8784,0.0034,WGS
I,12030001,12040000,12034794,8740,0.0016,WGS
I,12040001,12050000,12045207,4955,0.0013,WGS
I,12050001,12060000,12055898,4095,0.0012,WGS
I,12060001,12070000,12065156,8187,0.0032,WGS
I,12070001,12080000,12074395,5155,0.0031,WGS
I,12080001,12090000,12087478,3644,0.0038,WGS
I,12090001,12100000,12095873,7238,0.0057,WGS
I,12100001,12110000,12104445,6885,0.0087,WGS
I,12110001,12120000,12114018,7385,0.0062,WGS
I,12120001,12130000,12124497,6903,0.0064,WGS
I,12130001,12140000,12133745,1714,0.0051,WGS
I,12140001,12150000,12146311,4815,0.0065,WGS
I,12150001,12160000,12155448,7437,0.0037,WGS
I,12160001,12170000,12165119,7653,0.0027,WGS
I,12170001,12180000,12175172,4231,0.0036,WGS
I,12180001,12190000,12185930,5782,0.0024,WGS
I,12190001,12200000,12195158,8465,0.0042,WGS
I,12200001,12210000,12204252,7703,0.0043,WGS
I,12210001,12220000,12216176,6684,0.0017,WGS
I,12220001,12230000,12225007,8811,0.0016,WGS
I,12230001,12240000,12234933,8427,0.002,WGS
I,12240001,12250000,12245085,8721,0.0052,WGS
I,12250001,12260000,12254344,8664,0.0018,WGS
I,12260001,12270000,12265618,3526,0.0044,WGS
I,12270001,12280000,12275347,7371,0.004,WGS
I,12280001,12290000,12285287,8821,0.0028,WGS
I,12290001,12300000,12295107,9758,0.0017,WGS
I,12300001,12310000,12304999,9970,0.0024,WGS
I,12310001,12320000,12315065,9784,0.0025,WGS
I,12320001,12330000,12325072,9424,0.0025,WGS
I,12330001,12340000,12335062,9614,0.0021,WGS
I,12340001,12350000,12345000,9899,0.0016,WGS
I,12350001,12360000,12355002,9986,0.0028,WGS
I,12360001,12370000,12364660,8517,0.0054,WGS
I,12370001,12380000,12376032,7606,0.0031,WGS
I,12380001,12390000,12385007,9861,0.0046,WGS
I,12390001,12400000,12395023,9800,0.0022,WGS
I,12400001,12410000,12405414,8743,0.002,WGS
I,12410001,12420000,12414894,9446,0.0041,WGS
I,12420001,12430000,12425016,9854,0.003,WGS
I,12430001,12440000,12434998,9611,0.0027,WGS
I,12440001,12450000,12444991,9235,0.0059,WGS
I,12450001,12460000,12454975,9902,0.0052,WGS
I,12460001,12470000,12463249,5148,0.0063,WGS
I,12470001,12480000,12474726,7874,0.0026,WGS
I,12480001,12490000,12485439,6279,0.0027,WGS
I,12490001,12500000,12495460,7859,0.0016,WGS
I,12500001,12510000,12504309,8396,0.0012,WGS
I,12510001,12520000,12514891,7082,0.0016,WGS
I,12520001,12530000,12525010,7901,0.0016,WGS
I,12530001,12540000,12535191,7548,0.0015,WGS
I,12540001,12550000,12544940,9816,0.0014,WGS
I,12550001,12560000,12555105,9208,0.0025,WGS
I,12560001,12570000,12564966,8788,0.0024,WGS
I,12570001,12580000,12574892,9128,0.0014,WGS
I,12580001,12590000,12585002,9788,0.0015,WGS
I,12590001,12600000,12594750,9380,0.0023,WGS
I,12600001,12610000,12604935,9227,0.0024,WGS
I,12610001,12620000,12614728,8440,0.0033,WGS
I,12620001,12630000,12623842,6743,0.0104,WGS
I,12630001,12640000,12633827,249,0.0211,WGS
I,12640001,12650000,12646001,4488,0.0066,WGS
I,12650001,12660000,12655377,8752,0.0028,WGS
I,12660001,12670000,12662781,5149,0.0032,WGS
I,12670001,12680000,12675646,8103,0.0028,WGS
I,12680001,12690000,12685033,9777,0.0036,WGS
I,12690001,12700000,12694989,9812,0.0047,WGS
I,12700001,12710000,12705001,9915,0.0053,WGS
I,12710001,12720000,12715094,9111,0.0019,WGS
I,12720001,12730000,12724221,8024,0.0023,WGS
I,12730001,12740000,12735976,6476,0.0029,WGS
I,12740001,12750000,12744572,4450,0.0021,WGS
I,12750001,12760000,12753175,3573,0.0069,WGS
I,12760001,12770000,12765021,8677,0.006,WGS
I,12770001,12780000,12774861,7155,0.0028,WGS
I,12780001,12790000,12785216,5742,0.0046,WGS
I,12790001,12800000,12794916,2934,0.0016,WGS
I,12800001,12810000,12805676,3596,0.0024,WGS
I,12810001,12820000,12814888,7790,0.0012,WGS
I,12820001,12830000,12824989,5266,0.0037,WGS
I,12830001,12840000,12834798,7874,0.0021,WGS
I,12840001,12850000,12844422,6749,0.0037,WGS
I,12850001,12860000,12854932,5284,0.0057,WGS
I,12860001,12870000,12865216,9028,0.0017,WGS
I,12870001,12880000,12874782,8760,0.0008,WGS
I,12880001,12890000,12885056,6195,0.0017,WGS
I,12890001,12900000,12894562,6473,0.0013,WGS
I,12900001,12910000,12905593,8014,0.0012,WGS
I,12910001,12920000,12914929,8454,0.0033,WGS
I,12920001,12930000,12924934,5845,0.0014,WGS
I,12930001,12940000,12935087,9779,0.0009,WGS
I,12940001,12950000,12944968,9689,0.0012,WGS
I,12950001,12960000,12954767,9223,0.0015,WGS
I,12960001,12970000,12965235,8128,0.0012,WGS
I,12970001,12980000,12974538,5838,0.0016,WGS
I,12980001,12990000,12985928,7412,0.0027,WGS
I,12990001,13000000,12994453,5030,0.0006,WGS
I,13000001,13010000,13005843,7165,0.0007,WGS
I,13010001,13020000,13013903,5054,0.0005,WGS
I,13020001,13030000,13024744,7626,0.001,WGS
I,13030001,13040000,13034246,7936,0.001,WGS
I,13040001,13050000,13045316,7561,0.0017,WGS
I,13050001,13060000,13055038,9305,0.0049,WGS
I,13060001,13070000,13065352,9070,0.0071,WGS
I,13070001,13080000,13074452,8198,0.0075,WGS
I,13080001,13090000,13085011,8930,0.0126,WGS
I,13090001,13100000,13095229,8110,0.0212,WGS
I,13100001,13110000,13105216,9203,0.0121,WGS
I,13110001,13120000,13115178,9364,0.0106,WGS
I,13120001,13130000,13125012,9583,0.0106,WGS
I,13130001,13140000,13135027,9320,0.0001,WGS
I,13140001,13150000,13144948,9145,0.0104,WGS
I,13150001,13160000,13155295,9118,0.0087,WGS
I,13160001,13170000,13164065,6192,0.0014,WGS
I,13170001,13180000,13175237,9061,0.001,WGS
I,13180001,13190000,13185176,8593,0.0016,WGS
I,13190001,13200000,13195004,9962,0.0031,WGS
I,13200001,13210000,13205007,9965,0.0022,WGS
I,13210001,13220000,13215273,8688,0.0048,WGS
I,13220001,13230000,13224953,8770,0.0019,WGS
I,13230001,13240000,13235143,9555,0.0011,WGS
I,13240001,13250000,13244996,9894,0.002,WGS
I,13250001,13260000,13255020,9893,0.0037,WGS
I,13260001,13270000,13264625,8851,0.0017,WGS
I,13270001,13280000,13274610,8730,0.0025,WGS
I,13280001,13290000,13285783,6864,0.0012,WGS
I,13290001,13300000,13295196,9249,0.0016,WGS
I,13300001,13310000,13304988,9830,0.0008,WGS
I,13310001,13320000,13315046,9523,0.0012,WGS
I,13320001,13330000,13325315,8440,0.0023,WGS
I,13330001,13340000,13334899,9203,0.0019,WGS
I,13340001,13350000,13344127,5446,0.0022,WGS
I,13350001,13360000,13354190,4902,0.0019,WGS
I,13360001,13370000,13366245,3556,0.0015,WGS
I,13370001,13380000,13374985,9878,0.0025,WGS
I,13380001,13390000,13384314,7524,0.0059,WGS
I,13390001,13400000,13396891,4896,0.0008,WGS
I,13400001,13410000,13404767,5772,0.0029,WGS
I,13410001,13420000,13414610,8207,0.0009,WGS
I,13420001,13430000,13424539,6905,0.0013,WGS
I,13430001,13440000,13435110,5846,0.0008,WGS
I,13440001,13450000,13445710,4723,0.0007,WGS
I,13450001,13460000,13454818,5092,0.001,WGS
I,13460001,13470000,13464820,6353,0.0014,WGS
I,13470001,13480000,13473237,4139,0.0004,WGS
I,13480001,13490000,13485467,4841,0.0014,WGS
I,13490001,13500000,13495379,7472,0.001,WGS
I,13500001,13510000,13505157,9347,0.0012,WGS
I,13510001,13520000,13514948,9036,0.0008,WGS
I,13520001,13530000,13524769,8095,0.0009,WGS
I,13530001,13540000,13534685,5057,0.0009,WGS
I,13540001,13550000,13544882,5994,0.0011,WGS
I,13550001,13560000,13555831,6353,0.0014,WGS
I,13560001,13570000,13564503,7881,0.0011,WGS
I,13570001,13580000,13574777,8511,0.0006,WGS
I,13580001,13590000,13584531,5567,0.0009,WGS
I,13590001,13600000,13596285,6968,0.003,WGS
I,13600001,13610000,13604506,7344,0.0012,WGS
I,13610001,13620000,13616760,2409,0.002,WGS
I,13620001,13630000,13625378,7237,0.0007,WGS
I,13630001,13640000,13635339,8598,0.0007,WGS
I,13640001,13650000,13644027,6204,0.0006,WGS
I,13650001,13660000,13655595,7606,0.0005,WGS
I,13660001,13670000,13664203,6043,0.0013,WGS
I,13670001,13680000,13675616,7426,0.0012,WGS
I,13680001,13690000,13684762,8441,0.0013,WGS
I,13690001,13700000,13695154,9488,0.0011,WGS
I,13700001,13710000,13705057,7216,0.0011,WGS
I,13710001,13720000,13714984,9285,0.0016,WGS
I,13720001,13730000,13724675,8002,0.0013,WGS
I,13730001,13740000,13734752,7133,0.0007,WGS
I,13740001,13750000,13746110,7529,0.0008,WGS
I,13750001,13760000,13755912,5136,0.0008,WGS
I,13760001,13770000,13764851,4988,0.0009,WGS
I,13770001,13780000,13775969,4243,0.0012,WGS
I,13780001,13790000,13784529,6004,0.002,WGS
I,13790001,13800000,13796514,4072,0.0021,WGS
I,13800001,13810000,13807072,2301,0.0027,WGS
I,13810001,13820000,13815333,5892,0.0037,WGS
I,13820001,13830000,13824944,6996,0.0018,WGS
I,13830001,13840000,13834778,5779,0.0012,WGS
I,13840001,13850000,13844859,8918,0.0014,WGS
I,13850001,13860000,13853937,6871,0.0015,WGS
I,13860001,13870000,13866587,5717,0.0013,WGS
I,13870001,13880000,13874958,4263,0.003,WGS
I,13880001,13890000,13885980,4564,0.0016,WGS
I,13890001,13900000,13896226,4552,0.0036,WGS
I,13900001,13910000,13905396,9142,0.0014,WGS
I,13910001,13920000,13914995,9545,0.0015,WGS
I,13920001,13930000,13924443,8107,0.0016,WGS
I,13930001,13940000,13935185,7335,0.0009,WGS
I,13940001,13950000,13942902,3401,0.0006,WGS
I,13950001,13960000,13955582,8093,0.0006,WGS
I,13960001,13970000,13964395,6731,0.0018,WGS
I,13970001,13980000,13975062,9311,0.0022,WGS
I,13980001,13990000,13985041,9004,0.0012,WGS
I,13990001,14000000,13994105,7485,0.0015,WGS
I,14000001,14010000,14004824,9482,0.0025,WGS
I,14010001,14020000,14014807,7526,0.001,WGS
I,14020001,14030000,14025650,6787,0.0014,WGS
I,14030001,14040000,14034840,9563,0.002,WGS
I,14040001,14050000,14045137,9122,0.0008,WGS
I,14050001,14060000,14054924,9336,0.0006,WGS
I,14060001,14070000,14064437,8855,0.0006,WGS
I,14070001,14080000,14075129,7264,0.001,WGS
I,14080001,14090000,14084975,9845,0.0011,WGS
I,14090001,14100000,14094517,7122,0.0012,WGS
I,14100001,14110000,14104683,5902,0.0013,WGS
I,14110001,14120000,14116005,5525,0.0017,WGS
I,14120001,14130000,14124925,4181,0.0034,WGS
I,14130001,14140000,14134894,8490,0.0009,WGS
I,14140001,14150000,14145262,8489,0.0013,WGS
I,14150001,14160000,14154993,9081,0.0031,WGS
I,14160001,14170000,14164284,6058,0.0025,WGS
I,14170001,14180000,14175429,7755,0.0025,WGS
I,14180001,14190000,14185514,7720,0.002,WGS
I,14190001,14200000,14194625,8830,0.0024,WGS
I,14200001,14210000,14205076,9752,0.0011,WGS
I,14210001,14220000,14215017,9832,0.0011,WGS
I,14220001,14230000,14225458,7714,0.0016,WGS
I,14230001,14240000,14235057,9424,0.0015,WGS
I,14240001,14250000,14245237,8821,0.002,WGS
I,14250001,14260000,14254415,8432,0.0017,WGS
I,14260001,14270000,14265093,9163,0.0022,WGS
I,14270001,14280000,14274049,6028,0.0018,WGS
I,14280001,14290000,14284988,9272,0.0021,WGS
I,14290001,14300000,14295707,5934,0.0028,WGS
I,14300001,14310000,14308041,3090,0.0042,WGS
I,14310001,14320000,14315085,9043,0.003,WGS
I,14320001,14330000,14325019,9324,0.0017,WGS
I,14330001,14340000,14335044,9783,0.0023,WGS
I,14340001,14350000,14344188,7613,0.0028,WGS
I,14350001,14360000,14355281,6809,0.0025,WGS
I,14360001,14370000,14366134,6059,0.0021,WGS
I,14370001,14380000,14374659,8000,0.0017,WGS
I,14380001,14390000,14385142,7221,0.0015,WGS
I,14390001,14400000,14395888,7276,0.0019,WGS
I,14400001,14410000,14405228,6439,0.0015,WGS
I,14410001,14420000,14414833,1781,0.0019,WGS
I,14420001,14430000,14425560,6228,0.0026,WGS
I,14430001,14440000,14435354,7257,0.0009,WGS
I,14440001,14450000,14444979,7839,0.0009,WGS
I,14450001,14460000,14455193,6459,0.0021,WGS
I,14460001,14470000,14464503,5541,0.0009,WGS
I,14470001,14480000,14475955,2347,0.0017,WGS
I,14480001,14490000,14484342,1877,0.0009,WGS
I,14490001,14500000,14495441,5859,0.0034,WGS
I,14500001,14510000,14504317,5176,0.0026,WGS
I,14510001,14520000,14517223,3025,0.002,WGS
I,14520001,14530000,14525039,8762,0.0013,WGS
I,14530001,14540000,14534638,8255,0.0017,WGS
I,14540001,14550000,14543404,5191,0.002,WGS
I,14550001,14560000,14555766,5469,0.0014,WGS
I,14560001,14570000,14564205,4810,0.0025,WGS
I,14570001,14580000,14575051,6694,0.0013,WGS
I,14580001,14590000,14584673,8943,0.0015,WGS
I,14590001,14600000,14595127,7314,0.0027,WGS
I,14600001,14610000,14605172,4956,0.0018,WGS
I,14610001,14620000,14614951,7185,0.0031,WGS
I,14620001,14630000,14625147,9527,0.0006,WGS
I,14630001,14640000,14634415,8535,0.0014,WGS
I,14640001,14650000,14645212,8005,0.002,WGS
I,14650001,14660000,14654030,5788,0.0016,WGS
I,14660001,14670000,14665691,7301,0.0018,WGS
I,14670001,14680000,14675701,7599,0.001,WGS
I,14680001,14690000,14684556,8485,0.0019,WGS
I,14690001,14700000,14694939,8600,0.0028,WGS
I,14700001,14710000,14705135,6203,0.001,WGS
I,14710001,14720000,14715143,9655,0.0013,WGS
I,14720001,14730000,14723395,6555,0.0009,WGS
I,14730001,14740000,14735883,6944,0.0021,WGS
I,14740001,14750000,14744861,7471,0.0014,WGS
I,14750001,14760000,14755159,9009,0.0013,WGS
I,14760001,14770000,14765341,8401,0.0007,WGS
I,14770001,14780000,14774823,6013,0.0026,WGS
I,14780001,14790000,14785354,7044,0.0006,WGS
I,14790001,14800000,14794608,8154,0.0006,WGS
I,14800001,14810000,14805067,9651,0.0009,WGS
I,14810001,14820000,14815144,7622,0.0007,WGS
I,14820001,14830000,14825154,9408,0.0016,WGS
I,14830001,14840000,14834908,9806,0.0012,WGS
I,14840001,14850000,14845250,9101,0.0006,WGS
I,14850001,14860000,14855160,9385,0.001,WGS
I,14860001,14870000,14864883,9629,0.0012,WGS
I,14870001,14880000,14875039,8840,0.001,WGS
I,14880001,14890000,14882565,5119,0.0008,WGS
I,14890001,14900000,14895465,7061,0.0013,WGS
I,14900001,14910000,14905028,9454,0.0011,WGS
I,14910001,14920000,14914869,9549,0.0011,WGS
I,14920001,14930000,14924874,9008,0.001,WGS
I,14930001,14940000,14935188,9403,0.0009,WGS
I,14940001,14950000,14944989,9700,0.0008,WGS
I,14950001,14960000,14954917,9091,0.0009,WGS
I,14960001,14970000,14964831,9538,0.0006,WGS
I,14970001,14980000,14975033,9396,0.0007,WGS
I,14980001,14990000,14984875,9189,0.0022,WGS
I,14990001,15000000,14995006,9977,0.0007,WGS
I,15000001,15010000,15005046,9881,0.0007,WGS
I,15010001,15020000,15014888,9482,0.0006,WGS
I,15020001,15030000,15024753,8731,0.001,WGS
I,15030001,15040000,15035001,9982,0.0007,WGS
I,15040001,15050000,15044790,9254,0.0006,WGS
I,15050001,15060000,15055004,9455,0.001,WGS
I,15060001,15070000,15064995,6206,0.0005,WGS
I,15070001,15080000,15072128,544,0.0,WGS
II,1,10000,5010,9907,0.0018,WGS
II,10001,20000,14284,7380,0.0004,WGS
II,20001,30000,24917,9303,0.0005,WGS
II,30001,40000,35034,9908,0.0003,WGS
II,40001,50000,44826,9336,0.0003,WGS
II,50001,60000,55342,9045,0.0004,WGS
II,60001,70000,64979,9912,0.0005,WGS
II,70001,80000,74996,9962,0.0006,WGS
II,80001,90000,84794,9475,0.0004,WGS
II,90001,100000,95124,7071,0.0005,WGS
