scaffold,start,end,mid,sites,pi_all,species,gen_region
X,3740001,3750000,3746133,1606,0.0002,elegans,intergenic
X,3750001,3760000,3755339,581,0.0023,elegans,intergenic
X,3760001,3770000,3765568,1574,0.004,elegans,intergenic
X,3770001,3780000,3770082,163,0.0,elegans,intergenic
X,3780001,3790000,3782619,557,0.0007,elegans,intergenic
X,3830001,3840000,3836904,2618,0.0005,elegans,intergenic
X,3850001,3860000,3858876,480,0.0005,elegans,intergenic
X,3860001,3870000,3864686,2137,0.0009,elegans,intergenic
X,3870001,3880000,3876453,857,0.0008,elegans,intergenic
X,3890001,3900000,3897097,632,0.0004,elegans,intergenic
X,3900001,3910000,3900706,708,0.0013,elegans,intergenic
X,3910001,3920000,3916036,252,0.0,elegans,intergenic
X,3920001,3930000,3924206,657,0.001,elegans,intergenic
X,3940001,3950000,3946734,800,0.0013,elegans,intergenic
X,3950001,3960000,3954792,1189,0.0003,elegans,intergenic
X,3960001,3970000,3967702,470,0.0028,elegans,intergenic
X,3970001,3980000,3976223,414,0.0011,elegans,intergenic
X,3980001,3990000,3988009,884,0.0006,elegans,intergenic
X,3990001,4000000,3999471,258,0.0025,elegans,intergenic
X,4000001,4010000,4003100,691,0.0009,elegans,intergenic
X,4080001,4090000,4083308,877,0.001,elegans,intergenic
X,4090001,4100000,4093784,377,0.0009,elegans,intergenic
X,4100001,4110000,4103663,337,0.0017,elegans,intergenic
X,4110001,4120000,4115179,869,0.0011,elegans,intergenic
X,4150001,4160000,4158267,926,0.0005,elegans,intergenic
X,4170001,4180000,4173143,796,0.0014,elegans,intergenic
X,4190001,4200000,4197904,702,0.0009,elegans,intergenic
X,4200001,4210000,4206518,841,0.002,elegans,intergenic
X,4210001,4220000,4217309,420,0.0,elegans,intergenic
X,4220001,4230000,4225491,799,0.0011,elegans,intergenic
X,4230001,4240000,4238237,938,0.0019,elegans,intergenic
X,4240001,4250000,4246900,561,0.0008,elegans,intergenic
X,4250001,4260000,4253198,1585,0.0003,elegans,intergenic
X,4310001,4320000,4313873,468,0.0016,elegans,intergenic
X,4330001,4340000,4337865,257,0.0004,elegans,intergenic
X,4340001,4350000,4348016,1067,0.0022,elegans,intergenic
X,4350001,4360000,4357372,434,0.0004,elegans,intergenic
X,4360001,4370000,4365438,2104,0.0004,elegans,intergenic
X,4370001,4380000,4374110,1194,0.0009,elegans,intergenic
X,4380001,4390000,4385190,499,0.0003,elegans,intergenic
X,4400001,4410000,4401067,778,0.0008,elegans,intergenic
X,4410001,4420000,4419400,433,0.0017,elegans,intergenic
X,4420001,4430000,4425967,1608,0.0011,elegans,intergenic
X,4440001,4450000,4440172,342,0.0007,elegans,intergenic
X,4450001,4460000,4453979,617,0.0019,elegans,intergenic
X,4470001,4480000,4471699,400,0.0022,elegans,intergenic
X,4490001,4500000,4492331,245,0.0019,elegans,intergenic
X,4510001,4520000,4514359,671,0.0005,elegans,intergenic
X,4520001,4530000,4528602,903,0.0022,elegans,intergenic
X,4530001,4540000,4530397,550,0.0023,elegans,intergenic
X,4540001,4550000,4541784,471,0.0003,elegans,intergenic
X,4560001,4570000,4565402,497,0.0003,elegans,intergenic
X,4570001,4580000,4573766,1102,0.0024,elegans,intergenic
X,4590001,4600000,4594337,945,0.0004,elegans,intergenic
X,4600001,4610000,4607001,259,0.0003,elegans,intergenic
X,4620001,4630000,4622191,265,0.0017,elegans,intergenic
X,4630001,4640000,4634721,883,0.0002,elegans,intergenic
X,4650001,4660000,4652452,1229,0.0011,elegans,intergenic
X,4660001,4670000,4667895,385,0.0,elegans,intergenic
X,4680001,4690000,4685546,1079,0.0004,elegans,intergenic
X,4690001,4700000,4691812,450,0.0015,elegans,intergenic
X,4700001,4710000,4705506,458,0.0022,elegans,intergenic
X,4720001,4730000,4724780,679,0.001,elegans,intergenic
X,4750001,4760000,4756719,719,0.0007,elegans,intergenic
X,4760001,4770000,4762264,484,0.0016,elegans,intergenic
X,4770001,4780000,4774562,839,0.0017,elegans,intergenic
X,4790001,4800000,4792402,764,0.0024,elegans,intergenic
X,4800001,4810000,4803344,342,0.0009,elegans,intergenic
X,4810001,4820000,4816493,1257,0.0012,elegans,intergenic
X,4850001,4860000,4853936,248,0.0014,elegans,intergenic
X,4860001,4870000,4861994,452,0.0009,elegans,intergenic
X,4870001,4880000,4878511,938,0.0011,elegans,intergenic
X,4880001,4890000,4881162,863,0.0014,elegans,intergenic
X,4890001,4900000,4892943,387,0.0041,elegans,intergenic
X,4900001,4910000,4903133,434,0.0016,elegans,intergenic
X,4930001,4940000,4935889,2193,0.001,elegans,intergenic
X,4940001,4950000,4943459,1648,0.0008,elegans,intergenic
X,4950001,4960000,4955568,416,0.0013,elegans,intergenic
X,4970001,4980000,4972066,446,0.001,elegans,intergenic
X,5000001,5010000,5006218,813,0.0009,elegans,intergenic
X,5010001,5020000,5013615,764,0.0012,elegans,intergenic
X,5030001,5040000,5034932,194,0.0027,elegans,intergenic
X,5040001,5050000,5042022,642,0.0022,elegans,intergenic
X,5090001,5100000,5099880,242,0.0,elegans,intergenic
X,5100001,5110000,5100234,467,0.0016,elegans,intergenic
X,5110001,5120000,5117427,462,0.0016,elegans,intergenic
X,5120001,5130000,5123308,1086,0.0008,elegans,intergenic
X,5130001,5140000,5130930,968,0.0016,elegans,intergenic
X,5140001,5150000,5148016,404,0.0,elegans,intergenic
X,5160001,5170000,5162789,1069,0.0007,elegans,intergenic
X,5170001,5180000,5173222,767,0.0017,elegans,intergenic
X,5180001,5190000,5180297,203,0.0,elegans,intergenic
X,5190001,5200000,5193266,438,0.0066,elegans,intergenic
X,5210001,5220000,5219180,170,0.0038,elegans,intergenic
X,5260001,5270000,5264022,444,0.0004,elegans,intergenic
X,5320001,5330000,5327273,953,0.0013,elegans,intergenic
X,5330001,5340000,5336742,991,0.0008,elegans,intergenic
X,5350001,5360000,5352359,453,0.0003,elegans,intergenic
X,5360001,5370000,5364519,393,0.0012,elegans,intergenic
X,5380001,5390000,5380627,309,0.003,elegans,intergenic
X,5400001,5410000,5401014,399,0.0006,elegans,intergenic
X,5440001,5450000,5442055,186,0.0,elegans,intergenic
X,5450001,5460000,5455143,1304,0.0012,elegans,intergenic
X,5460001,5470000,5460457,873,0.0013,elegans,intergenic
X,5470001,5480000,5474918,880,0.0024,elegans,intergenic
X,5480001,5490000,5486365,243,0.0,elegans,intergenic
X,5490001,5500000,5490430,468,0.0002,elegans,intergenic
X,5500001,5510000,5507571,274,0.0003,elegans,intergenic
X,5510001,5520000,5513711,1277,0.001,elegans,intergenic
X,5520001,5530000,5524205,599,0.0017,elegans,intergenic
X,5530001,5540000,5539501,457,0.0014,elegans,intergenic
X,5550001,5560000,5555981,1112,0.0013,elegans,intergenic
X,5560001,5570000,5562813,862,0.0001,elegans,intergenic
X,5590001,5600000,5599700,424,0.0004,elegans,intergenic
X,5600001,5610000,5600564,738,0.0044,elegans,intergenic
X,5610001,5620000,5614500,1657,0.0005,elegans,intergenic
X,5620001,5630000,5626443,2512,0.0009,elegans,intergenic
X,5640001,5650000,5641752,453,0.0007,elegans,intergenic
X,5650001,5660000,5651143,454,0.0023,elegans,intergenic
X,5680001,5690000,5687827,472,0.0014,elegans,intergenic
X,5690001,5700000,5697636,439,0.0011,elegans,intergenic
X,5700001,5710000,5704334,1144,0.0009,elegans,intergenic
X,5710001,5720000,5711873,1037,0.0006,elegans,intergenic
X,5730001,5740000,5735893,1402,0.003,elegans,intergenic
X,5740001,5750000,5746814,1061,0.0009,elegans,intergenic
X,5750001,5760000,5754766,1693,0.001,elegans,intergenic
X,5780001,5790000,5782150,447,0.0,elegans,intergenic
X,5800001,5810000,5808038,1202,0.001,elegans,intergenic
X,5810001,5820000,5814521,1799,0.0011,elegans,intergenic
X,5830001,5840000,5836261,895,0.001,elegans,intergenic
X,5840001,5850000,5843470,1192,0.0007,elegans,intergenic
X,5860001,5870000,5861539,456,0.0012,elegans,intergenic
X,5870001,5880000,5875253,468,0.0011,elegans,intergenic
X,5880001,5890000,5884906,1451,0.0009,elegans,intergenic
X,5890001,5900000,5896252,994,0.0012,elegans,intergenic
X,5900001,5910000,5903475,829,0.0006,elegans,intergenic
X,5910001,5920000,5918680,266,0.0021,elegans,intergenic
X,5920001,5930000,5923626,854,0.0016,elegans,intergenic
X,5950001,5960000,5956534,896,0.001,elegans,intergenic
X,5980001,5990000,5980641,471,0.0016,elegans,intergenic
X,6010001,6020000,6011708,454,0.0004,elegans,intergenic
X,6020001,6030000,6026357,486,0.0018,elegans,intergenic
X,6030001,6040000,6031287,363,0.0008,elegans,intergenic
X,6040001,6050000,6043065,453,0.0017,elegans,intergenic
X,6050001,6060000,6052754,234,0.0004,elegans,intergenic
X,6070001,6080000,6072883,1032,0.0018,elegans,intergenic
X,6080001,6090000,6085955,337,0.0007,elegans,intergenic
X,6110001,6120000,6115502,600,0.0008,elegans,intergenic
X,6130001,6140000,6139863,263,0.0006,elegans,intergenic
X,6140001,6150000,6140615,822,0.0016,elegans,intergenic
X,6150001,6160000,6154255,857,0.0005,elegans,intergenic
X,6160001,6170000,6163342,781,0.0005,elegans,intergenic
X,6180001,6190000,6183643,1368,0.0009,elegans,intergenic
X,6190001,6200000,6194085,617,0.0004,elegans,intergenic
X,6200001,6210000,6203228,307,0.0,elegans,intergenic
X,6210001,6220000,6217199,393,0.0016,elegans,intergenic
X,6220001,6230000,6225166,417,0.0014,elegans,intergenic
X,6240001,6250000,6246263,1702,0.0012,elegans,intergenic
X,6250001,6260000,6252528,2340,0.0012,elegans,intergenic
X,6260001,6270000,6261880,1232,0.0019,elegans,intergenic
X,6270001,6280000,6276476,864,0.0006,elegans,intergenic
X,6290001,6300000,6297141,1072,0.0009,elegans,intergenic
X,6300001,6310000,6308294,900,0.0006,elegans,intergenic
X,6320001,6330000,6328167,772,0.001,elegans,intergenic
X,6330001,6340000,6333451,888,0.0008,elegans,intergenic
X,6340001,6350000,6347667,923,0.0016,elegans,intergenic
X,6350001,6360000,6359001,491,0.0,elegans,intergenic
X,6360001,6370000,6366032,977,0.0012,elegans,intergenic
X,6370001,6380000,6377393,884,0.0011,elegans,intergenic
X,6390001,6400000,6397711,873,0.0004,elegans,intergenic
X,6400001,6410000,6401954,927,0.0015,elegans,intergenic
X,6410001,6420000,6417617,863,0.0016,elegans,intergenic
X,6440001,6450000,6442345,896,0.0011,elegans,intergenic
X,6460001,6470000,6467814,432,0.0034,elegans,intergenic
X,6470001,6480000,6473392,620,0.0005,elegans,intergenic
X,6480001,6490000,6488803,460,0.0007,elegans,intergenic
X,6490001,6500000,6494283,1559,0.0009,elegans,intergenic
X,6510001,6520000,6513024,193,0.0,elegans,intergenic
X,6530001,6540000,6535417,1579,0.0004,elegans,intergenic
X,6540001,6550000,6546075,2285,0.0015,elegans,intergenic
X,6570001,6580000,6576830,1211,0.0004,elegans,intergenic
X,6580001,6590000,6582854,2151,0.0006,elegans,intergenic
X,6590001,6600000,6597820,160,0.0018,elegans,intergenic
X,6600001,6610000,6605296,1678,0.0071,elegans,intergenic
X,6640001,6650000,6640784,328,0.0024,elegans,intergenic
X,6650001,6660000,6653533,560,0.0006,elegans,intergenic
X,6660001,6670000,6669778,444,0.0002,elegans,intergenic
X,6670001,6680000,6671352,577,0.0007,elegans,intergenic
X,6680001,6690000,6682892,609,0.0013,elegans,intergenic
X,6690001,6700000,6691273,540,0.0013,elegans,intergenic
X,6710001,6720000,6713318,476,0.001,elegans,intergenic
X,6720001,6730000,6723766,670,0.002,elegans,intergenic
X,6730001,6740000,6737961,596,0.0016,elegans,intergenic
X,6740001,6750000,6741136,932,0.0014,elegans,intergenic
X,6760001,6770000,6763065,940,0.002,elegans,intergenic
X,6790001,6800000,6792294,913,0.0006,elegans,intergenic
X,6800001,6810000,6806558,408,0.0,elegans,intergenic
X,6840001,6850000,6844817,1317,0.0019,elegans,intergenic
X,6850001,6860000,6850594,429,0.0009,elegans,intergenic
X,6870001,6880000,6871911,401,0.0058,elegans,intergenic
X,6880001,6890000,6884292,698,0.0005,elegans,intergenic
X,6890001,6900000,6897866,465,0.0003,elegans,intergenic
X,6900001,6910000,6904446,804,0.0029,elegans,intergenic
X,6910001,6920000,6910132,261,0.0053,elegans,intergenic
X,6930001,6940000,6933828,954,0.0016,elegans,intergenic
X,6950001,6960000,6957752,870,0.0024,elegans,intergenic
X,6980001,6990000,6989484,314,0.0008,elegans,intergenic
X,6990001,7000000,6991506,405,0.0008,elegans,intergenic
X,7000001,7010000,7009032,411,0.0004,elegans,intergenic
X,7010001,7020000,7015612,376,0.0,elegans,intergenic
X,7030001,7040000,7037223,489,0.001,elegans,intergenic
X,7040001,7050000,7045238,2266,0.0012,elegans,intergenic
X,7060001,7070000,7067110,1494,0.0005,elegans,intergenic
X,7070001,7080000,7074636,590,0.0014,elegans,intergenic
X,7080001,7090000,7085146,1009,0.0014,elegans,intergenic
X,7100001,7110000,7106893,846,0.003,elegans,intergenic
X,7110001,7120000,7113824,1389,0.0021,elegans,intergenic
X,7120001,7130000,7122206,2009,0.0017,elegans,intergenic
X,7150001,7160000,7157482,448,0.0002,elegans,intergenic
X,7170001,7180000,7178588,446,0.002,elegans,intergenic
X,7180001,7190000,7183971,463,0.0004,elegans,intergenic
X,7190001,7200000,7194587,1413,0.0013,elegans,intergenic
X,7200001,7210000,7200220,287,0.0,elegans,intergenic
X,7210001,7220000,7215464,798,0.0004,elegans,intergenic
X,7220001,7230000,7227046,433,0.0015,elegans,intergenic
X,7260001,7270000,7261929,898,0.0012,elegans,intergenic
X,7280001,7290000,7282594,1268,0.0021,elegans,intergenic
X,7290001,7300000,7294651,780,0.0006,elegans,intergenic
X,7310001,7320000,7318959,508,0.0019,elegans,intergenic
X,7320001,7330000,7324539,1282,0.0015,elegans,intergenic
X,7340001,7350000,7347607,450,0.0014,elegans,intergenic
X,7350001,7360000,7350748,654,0.0008,elegans,intergenic
X,7360001,7370000,7367016,1102,0.0032,elegans,intergenic
X,7370001,7380000,7373586,2611,0.0019,elegans,intergenic
X,7380001,7390000,7389395,628,0.0009,elegans,intergenic
X,7390001,7400000,7391477,238,0.0003,elegans,intergenic
X,7410001,7420000,7419431,675,0.0023,elegans,intergenic
X,7420001,7430000,7427383,1119,0.001,elegans,intergenic
X,7440001,7450000,7446213,1487,0.0015,elegans,intergenic
X,7450001,7460000,7451779,848,0.0015,elegans,intergenic
X,7470001,7480000,7476388,1110,0.0009,elegans,intergenic
X,7480001,7490000,7485717,237,0.0109,elegans,intergenic
X,7500001,7510000,7503261,386,0.0,elegans,intergenic
X,7520001,7530000,7525194,446,0.0011,elegans,intergenic
X,7530001,7540000,7532853,240,0.0024,elegans,intergenic
X,7540001,7550000,7544910,1275,0.001,elegans,intergenic
X,7550001,7560000,7555822,470,0.0025,elegans,intergenic
X,7560001,7570000,7569892,217,0.0017,elegans,intergenic
X,7570001,7580000,7570110,220,0.0019,elegans,intergenic
X,7580001,7590000,7582876,713,0.0007,elegans,intergenic
X,7590001,7600000,7596398,483,0.0003,elegans,intergenic
X,7600001,7610000,7609637,421,0.0007,elegans,intergenic
X,7610001,7620000,7614669,1071,0.0013,elegans,intergenic
X,7620001,7630000,7625968,2050,0.0014,elegans,intergenic
X,7640001,7650000,7648092,1378,0.0005,elegans,intergenic
X,7650001,7660000,7655200,746,0.001,elegans,intergenic
X,7700001,7710000,7707772,780,0.0003,elegans,intergenic
X,7710001,7720000,7718194,563,0.0001,elegans,intergenic
X,7730001,7740000,7736385,227,0.0,elegans,intergenic
X,7740001,7750000,7743336,452,0.0003,elegans,intergenic
X,7750001,7760000,7750264,500,0.0008,elegans,intergenic
X,7780001,7790000,7788238,437,0.001,elegans,intergenic
X,7790001,7800000,7793679,228,0.0011,elegans,intergenic
X,7800001,7810000,7804702,475,0.0012,elegans,intergenic
X,7820001,7830000,7822772,1049,0.0013,elegans,intergenic
X,7830001,7840000,7837491,1248,0.0005,elegans,intergenic
X,7840001,7850000,7841675,583,0.0015,elegans,intergenic
X,7870001,7880000,7878708,480,0.0017,elegans,intergenic
X,7880001,7890000,7884833,876,0.0007,elegans,intergenic
X,7890001,7900000,7895488,983,0.0013,elegans,intergenic
X,7900001,7910000,7905994,438,0.0041,elegans,intergenic
X,7910001,7920000,7914125,389,0.0019,elegans,intergenic
X,7920001,7930000,7921368,484,0.0044,elegans,intergenic
X,7930001,7940000,7934074,1132,0.0024,elegans,intergenic
X,7940001,7950000,7946441,411,0.0019,elegans,intergenic
X,7960001,7970000,7967855,687,0.0006,elegans,intergenic
X,7970001,7980000,7972752,1020,0.0014,elegans,intergenic
X,7980001,7990000,7983635,1270,0.0014,elegans,intergenic
X,7990001,8000000,7998873,352,0.0005,elegans,intergenic
X,8000001,8010000,8002683,914,0.0003,elegans,intergenic
X,8010001,8020000,8012221,1292,0.0014,elegans,intergenic
X,8030001,8040000,8035968,1722,0.0012,elegans,intergenic
X,8040001,8050000,8045268,665,0.0014,elegans,intergenic
X,8050001,8060000,8058986,208,0.0009,elegans,intergenic
X,8060001,8070000,8065969,388,0.0,elegans,intergenic
X,8080001,8090000,8088671,193,0.0009,elegans,intergenic
X,8100001,8110000,8107788,384,0.0039,elegans,intergenic
X,8110001,8120000,8114915,303,0.0016,elegans,intergenic
X,8120001,8130000,8123938,290,0.0026,elegans,intergenic
X,8130001,8140000,8132945,1278,0.0016,elegans,intergenic
X,8140001,8150000,8140856,386,0.0004,elegans,intergenic
X,8150001,8160000,8154117,1430,0.0012,elegans,intergenic
X,8160001,8170000,8166242,1575,0.0013,elegans,intergenic
X,8180001,8190000,8181815,322,0.012,elegans,intergenic
X,8200001,8210000,8205837,921,0.0015,elegans,intergenic
X,8210001,8220000,8215335,2400,0.0014,elegans,intergenic
X,8220001,8230000,8221786,460,0.0012,elegans,intergenic
X,8230001,8240000,8238907,835,0.0009,elegans,intergenic
X,8240001,8250000,8241153,555,0.0017,elegans,intergenic
X,8250001,8260000,8257275,439,0.0004,elegans,intergenic
X,8260001,8270000,8262336,168,0.0052,elegans,intergenic
X,8270001,8280000,8272361,904,0.0011,elegans,intergenic
X,8300001,8310000,8306253,1608,0.0009,elegans,intergenic
X,8310001,8320000,8314610,928,0.0033,elegans,intergenic
X,8320001,8330000,8321792,435,0.0028,elegans,intergenic
X,8330001,8340000,8333899,1325,0.0009,elegans,intergenic
X,8340001,8350000,8343505,885,0.0024,elegans,intergenic
X,8350001,8360000,8355424,937,0.0016,elegans,intergenic
X,8360001,8370000,8364082,594,0.0008,elegans,intergenic
X,8370001,8380000,8375539,430,0.0,elegans,intergenic
X,8380001,8390000,8385374,450,0.001,elegans,intergenic
X,8390001,8400000,8396397,852,0.0008,elegans,intergenic
X,8420001,8430000,8426144,463,0.0005,elegans,intergenic
X,8440001,8450000,8441487,903,0.001,elegans,intergenic
X,8450001,8460000,8456196,433,0.0004,elegans,intergenic
X,8460001,8470000,8465623,263,0.0006,elegans,intergenic
X,8470001,8480000,8472463,996,0.0006,elegans,intergenic
X,8480001,8490000,8485282,2159,0.0011,elegans,intergenic
X,8490001,8500000,8494747,1671,0.0007,elegans,intergenic
X,8500001,8510000,8504956,522,0.0015,elegans,intergenic
X,8520001,8530000,8527648,851,0.0013,elegans,intergenic
X,8530001,8540000,8537808,1084,0.0014,elegans,intergenic
X,8540001,8550000,8541612,366,0.0014,elegans,intergenic
X,8550001,8560000,8551509,1020,0.0011,elegans,intergenic
X,8560001,8570000,8564193,1198,0.0009,elegans,intergenic
X,8580001,8590000,8585100,430,0.0002,elegans,intergenic
X,8590001,8600000,8596362,1385,0.0016,elegans,intergenic
X,8620001,8630000,8627441,831,0.0016,elegans,intergenic
X,8630001,8640000,8630558,444,0.0012,elegans,intergenic
X,8640001,8650000,8647764,1270,0.001,elegans,intergenic
X,8650001,8660000,8653852,1734,0.0008,elegans,intergenic
X,8680001,8690000,8689317,860,0.0006,elegans,intergenic
X,8690001,8700000,8692079,1766,0.001,elegans,intergenic
X,8700001,8710000,8703274,448,0.0008,elegans,intergenic
X,8710001,8720000,8719243,426,0.0006,elegans,intergenic
X,8720001,8730000,8726286,295,0.0,elegans,intergenic
X,8740001,8750000,8745329,458,0.0004,elegans,intergenic
X,8750001,8760000,8752375,845,0.0014,elegans,intergenic
X,8760001,8770000,8768335,741,0.0008,elegans,intergenic
X,8770001,8780000,8774944,975,0.0015,elegans,intergenic
X,8790001,8800000,8797373,220,0.0007,elegans,intergenic
X,8810001,8820000,8819448,412,0.0009,elegans,intergenic
X,8820001,8830000,8829153,569,0.0012,elegans,intergenic
X,8830001,8840000,8831623,227,0.0015,elegans,intergenic
X,8840001,8850000,8841996,1517,0.0058,elegans,intergenic
X,8850001,8860000,8859588,451,0.0007,elegans,intergenic
X,8860001,8870000,8866781,1786,0.0004,elegans,intergenic
X,8870001,8880000,8875330,422,0.0026,elegans,intergenic
X,8880001,8890000,8887535,874,0.0027,elegans,intergenic
X,8920001,8930000,8924266,2704,0.0012,elegans,intergenic
X,8930001,8940000,8930455,465,0.0005,elegans,intergenic
X,8950001,8960000,8953235,1876,0.0012,elegans,intergenic
X,8960001,8970000,8964496,736,0.0005,elegans,intergenic
X,8970001,8980000,8975395,1855,0.0021,elegans,intergenic
X,8980001,8990000,8980218,434,0.0004,elegans,intergenic
X,8990001,9000000,8994914,637,0.0003,elegans,intergenic
X,9000001,9010000,9009283,301,0.0012,elegans,intergenic
X,9010001,9020000,9016264,1104,0.0026,elegans,intergenic
X,9020001,9030000,9025535,1320,0.0017,elegans,intergenic
X,9040001,9050000,9048417,449,0.0009,elegans,intergenic
X,9060001,9070000,9067150,1220,0.0014,elegans,intergenic
X,9070001,9080000,9073736,1228,0.0014,elegans,intergenic
X,9080001,9090000,9080946,913,0.0008,elegans,intergenic
X,9110001,9120000,9117818,422,0.001,elegans,intergenic
X,9120001,9130000,9127360,944,0.0013,elegans,intergenic
X,9140001,9150000,9148431,461,0.0002,elegans,intergenic
X,9170001,9180000,9176691,1809,0.0009,elegans,intergenic
X,9180001,9190000,9182255,411,0.0013,elegans,intergenic
X,9190001,9200000,9195253,1987,0.0121,elegans,intergenic
X,9200001,9210000,9202189,717,0.0061,elegans,intergenic
X,9230001,9240000,9232731,278,0.0009,elegans,intergenic
X,9240001,9250000,9249730,440,0.0075,elegans,intergenic
X,9250001,9260000,9257800,1705,0.0011,elegans,intergenic
X,9260001,9270000,9266924,1094,0.0013,elegans,intergenic
X,9270001,9280000,9275132,440,0.0027,elegans,intergenic
X,9280001,9290000,9285003,1507,0.0004,elegans,intergenic
X,9290001,9300000,9293741,236,0.0007,elegans,intergenic
X,9310001,9320000,9313515,861,0.0018,elegans,intergenic
X,9320001,9330000,9323064,1694,0.0008,elegans,intergenic
X,9340001,9350000,9347960,466,0.0003,elegans,intergenic
X,9350001,9360000,9354330,1244,0.0011,elegans,intergenic
X,9360001,9370000,9364588,457,0.0005,elegans,intergenic
X,9420001,9430000,9428304,252,0.0,elegans,intergenic
X,9430001,9440000,9437468,423,0.0006,elegans,intergenic
X,9450001,9460000,9454959,766,0.0016,elegans,intergenic
X,9460001,9470000,9466970,1313,0.0019,elegans,intergenic
X,9470001,9480000,9471760,399,0.0051,elegans,intergenic
X,9520001,9530000,9526000,428,0.0014,elegans,intergenic
X,9530001,9540000,9538352,416,0.0022,elegans,intergenic
X,9540001,9550000,9542447,233,0.0003,elegans,intergenic
X,9570001,9580000,9579147,919,0.0006,elegans,intergenic
X,9590001,9600000,9599013,730,0.0016,elegans,intergenic
X,9600001,9610000,9605556,1421,0.0011,elegans,intergenic
X,9630001,9640000,9631579,467,0.0005,elegans,intergenic
X,9640001,9650000,9643609,1623,0.0017,elegans,intergenic
X,9650001,9660000,9656131,1766,0.003,elegans,intergenic
X,9660001,9670000,9662750,844,0.0024,elegans,intergenic
X,9670001,9680000,9672131,1104,0.0012,elegans,intergenic
X,9680001,9690000,9683625,872,0.0018,elegans,intergenic
X,9700001,9710000,9704065,836,0.0005,elegans,intergenic
X,9710001,9720000,9713814,200,0.0018,elegans,intergenic
X,9750001,9760000,9755692,475,0.0017,elegans,intergenic
X,9760001,9770000,9768604,396,0.0008,elegans,intergenic
X,9770001,9780000,9775239,342,0.0014,elegans,intergenic
X,9780001,9790000,9789765,444,0.0007,elegans,intergenic
X,9790001,9800000,9795477,1649,0.0018,elegans,intergenic
X,9840001,9850000,9843838,1607,0.0007,elegans,intergenic
X,9850001,9860000,9856369,446,0.0004,elegans,intergenic
X,9900001,9910000,9903458,922,0.0012,elegans,intergenic
X,9950001,9960000,9953056,1333,0.0017,elegans,intergenic
X,9970001,9980000,9977031,448,0.0002,elegans,intergenic
X,9980001,9990000,9986714,1519,0.0017,elegans,intergenic
X,9990001,10000000,9990588,738,0.0006,elegans,intergenic
X,10010001,10020000,10013557,430,0.0009,elegans,intergenic
X,10020001,10030000,10025805,548,0.0023,elegans,intergenic
X,10030001,10040000,10034016,478,0.0034,elegans,intergenic
X,10060001,10070000,10069896,208,0.0,elegans,intergenic
X,10070001,10080000,10071033,564,0.0007,elegans,intergenic
X,10080001,10090000,10082673,438,0.0019,elegans,intergenic
X,10130001,10140000,10133504,412,0.0011,elegans,intergenic
X,10170001,10180000,10175675,674,0.0008,elegans,intergenic
X,10200001,10210000,10207796,952,0.0031,elegans,intergenic
X,10210001,10220000,10216155,1238,0.003,elegans,intergenic
X,10230001,10240000,10232059,1678,0.0032,elegans,intergenic
X,10240001,10250000,10241809,454,0.001,elegans,intergenic
X,10250001,10260000,10257073,1076,0.0014,elegans,intergenic
X,10260001,10270000,10265292,3390,0.001,elegans,intergenic
X,10270001,10280000,10270525,467,0.0018,elegans,intergenic
X,10280001,10290000,10286526,441,0.0013,elegans,intergenic
X,10290001,10300000,10294569,1251,0.0018,elegans,intergenic
X,10300001,10310000,10301946,518,0.0011,elegans,intergenic
X,10320001,10330000,10322229,477,0.0055,elegans,intergenic
X,10330001,10340000,10336466,528,0.0008,elegans,intergenic
X,10350001,10360000,10356173,460,0.0012,elegans,intergenic
X,10370001,10380000,10370524,418,0.0021,elegans,intergenic
X,10380001,10390000,10387839,881,0.0015,elegans,intergenic
X,10390001,10400000,10393968,436,0.0025,elegans,intergenic
X,10410001,10420000,10411261,465,0.0023,elegans,intergenic
X,10420001,10430000,10429541,348,0.0025,elegans,intergenic
X,10430001,10440000,10432899,1445,0.0005,elegans,intergenic
X,10440001,10450000,10441363,1016,0.0014,elegans,intergenic
X,10450001,10460000,10452811,458,0.0004,elegans,intergenic
X,10460001,10470000,10467178,2474,0.0005,elegans,intergenic
X,10470001,10480000,10476255,319,0.0022,elegans,intergenic
X,10480001,10490000,10488047,478,0.0017,elegans,intergenic
X,10490001,10500000,10494555,1776,0.0022,elegans,intergenic
X,10530001,10540000,10533284,388,0.0021,elegans,intergenic
X,10550001,10560000,10558753,673,0.0007,elegans,intergenic
X,10590001,10600000,10596260,410,0.0006,elegans,intergenic
X,10600001,10610000,10603442,1029,0.0003,elegans,intergenic
X,10620001,10630000,10626642,1190,0.0012,elegans,intergenic
X,10630001,10640000,10632160,1338,0.0004,elegans,intergenic
X,10670001,10680000,10677827,786,0.001,elegans,intergenic
X,10680001,10690000,10683622,1159,0.0033,elegans,intergenic
X,10710001,10720000,10715368,685,0.0006,elegans,intergenic
X,10720001,10730000,10726339,1351,0.0007,elegans,intergenic
X,10730001,10740000,10732612,1199,0.0002,elegans,intergenic
X,10740001,10750000,10747892,1284,0.0012,elegans,intergenic
X,10750001,10760000,10758939,1122,0.0011,elegans,intergenic
X,10760001,10770000,10764368,1345,0.0015,elegans,intergenic
X,10780001,10790000,10786288,754,0.0017,elegans,intergenic
X,10840001,10850000,10845657,1255,0.0007,elegans,intergenic
X,10850001,10860000,10851686,448,0.0013,elegans,intergenic
