Chr,BP_start,BP_end,FST,pop_pair
V,8360001,8370000,0.0032,ishi-yona
V,8370001,8380000,0.0266,ishi-yona
V,8380001,8390000,0.055,ishi-yona
V,8390001,8400000,-0.0045,ishi-yona
V,8400001,8410000,0.1013,ishi-yona
V,8420001,8430000,0.0227,ishi-yona
V,8430001,8440000,-0.0156,ishi-yona
V,8440001,8450000,-0.0011,ishi-yona
V,8450001,8460000,-0.0902,ishi-yona
V,8460001,8470000,-0.0878,ishi-yona
V,8470001,8480000,0.146,ishi-yona
V,8510001,8520000,0.0303,ishi-yona
V,8520001,8530000,-0.003,ishi-yona
V,8530001,8540000,0.0107,ishi-yona
V,8550001,8560000,0.0892,ishi-yona
V,8570001,8580000,0.0056,ishi-yona
V,8580001,8590000,0.1633,ishi-yona
V,8590001,8600000,-0.032,ishi-yona
V,8600001,8610000,0.0186,ishi-yona
V,8620001,8630000,0.0135,ishi-yona
V,8640001,8650000,0.0367,ishi-yona
V,8650001,8660000,0.0147,ishi-yona
V,8660001,8670000,-0.0047,ishi-yona
V,8670001,8680000,0.0024,ishi-yona
V,8680001,8690000,-0.0058,ishi-yona
V,8690001,8700000,0.017,ishi-yona
V,8700001,8710000,-0.0005,ishi-yona
V,8720001,8730000,0.0002,ishi-yona
V,8730001,8740000,0.0113,ishi-yona
V,8740001,8750000,0.0143,ishi-yona
V,8750001,8760000,0.0108,ishi-yona
V,8760001,8770000,-0.0125,ishi-yona
V,8770001,8780000,0.0277,ishi-yona
V,8780001,8790000,-0.0146,ishi-yona
V,8790001,8800000,-0.0259,ishi-yona
V,8800001,8810000,-0.06,ishi-yona
V,8810001,8820000,0.0289,ishi-yona
V,8820001,8830000,0.0045,ishi-yona
V,8850001,8860000,0.1075,ishi-yona
V,8860001,8870000,0.0479,ishi-yona
V,8870001,8880000,0.0151,ishi-yona
V,8890001,8900000,0.0249,ishi-yona
V,8910001,8920000,0.0038,ishi-yona
V,8920001,8930000,0.0194,ishi-yona
V,8930001,8940000,0.0422,ishi-yona
V,8940001,8950000,-0.026,ishi-yona
V,8950001,8960000,0.0373,ishi-yona
V,8960001,8970000,-0.0061,ishi-yona
V,8970001,8980000,0.0236,ishi-yona
V,8980001,8990000,0.0177,ishi-yona
V,8990001,9000000,-0.007,ishi-yona
V,9000001,9010000,0.0088,ishi-yona
V,9010001,9020000,0.0153,ishi-yona
V,9020001,9030000,-0.0023,ishi-yona
V,9030001,9040000,0.0369,ishi-yona
V,9040001,9050000,0.0379,ishi-yona
V,9050001,9060000,-0.0117,ishi-yona
V,9060001,9070000,0.0189,ishi-yona
V,9070001,9080000,-0.0515,ishi-yona
V,9080001,9090000,0.0117,ishi-yona
V,9090001,9100000,-0.0044,ishi-yona
V,9110001,9120000,0.025,ishi-yona
V,9130001,9140000,-0.0493,ishi-yona
V,9140001,9150000,0.0272,ishi-yona
V,9150001,9160000,0.0624,ishi-yona
V,9170001,9180000,-0.0003,ishi-yona
V,9180001,9190000,0.0168,ishi-yona
V,9190001,9200000,0.05,ishi-yona
V,9200001,9210000,-0.0304,ishi-yona
V,9210001,9220000,0.0543,ishi-yona
V,9220001,9230000,0.0235,ishi-yona
V,9230001,9240000,-0.015,ishi-yona
V,9270001,9280000,0.072,ishi-yona
V,9280001,9290000,0.0289,ishi-yona
V,9290001,9300000,-0.0411,ishi-yona
V,9300001,9310000,0.0068,ishi-yona
V,9310001,9320000,0.0651,ishi-yona
V,9320001,9330000,0.07,ishi-yona
V,9330001,9340000,-0.0149,ishi-yona
V,9340001,9350000,0.0248,ishi-yona
V,9350001,9360000,0.0,ishi-yona
V,9360001,9370000,0.0233,ishi-yona
V,9370001,9380000,0.0032,ishi-yona
V,9380001,9390000,0.0574,ishi-yona
V,9390001,9400000,0.0138,ishi-yona
V,9400001,9410000,-0.0012,ishi-yona
V,9410001,9420000,0.0178,ishi-yona
V,9420001,9430000,0.0314,ishi-yona
V,9430001,9440000,0.0125,ishi-yona
V,9440001,9450000,0.0244,ishi-yona
V,9450001,9460000,-0.0076,ishi-yona
V,9460001,9470000,0.0148,ishi-yona
V,9470001,9480000,-0.0021,ishi-yona
V,9480001,9490000,0.0005,ishi-yona
V,9490001,9500000,0.0267,ishi-yona
V,9510001,9520000,0.0256,ishi-yona
V,9520001,9530000,0.0113,ishi-yona
V,9530001,9540000,0.0109,ishi-yona
V,9540001,9550000,0.0444,ishi-yona
V,9550001,9560000,0.0636,ishi-yona
V,9560001,9570000,-0.0009,ishi-yona
V,9570001,9580000,0.0444,ishi-yona
V,9580001,9590000,0.0098,ishi-yona
V,9590001,9600000,0.0224,ishi-yona
V,9600001,9610000,-0.0039,ishi-yona
V,9610001,9620000,0.0445,ishi-yona
V,9620001,9630000,0.1161,ishi-yona
V,9630001,9640000,-0.0025,ishi-yona
V,9640001,9650000,0.0189,ishi-yona
V,9650001,9660000,0.1563,ishi-yona
V,9660001,9670000,-0.051,ishi-yona
V,9670001,9680000,-0.0039,ishi-yona
V,9680001,9690000,0.0016,ishi-yona
V,9690001,9700000,0.0418,ishi-yona
V,9700001,9710000,0.1044,ishi-yona
V,9710001,9720000,-0.0403,ishi-yona
V,9720001,9730000,0.0134,ishi-yona
V,9730001,9740000,-0.0419,ishi-yona
V,9740001,9750000,-0.0324,ishi-yona
V,9760001,9770000,-0.0174,ishi-yona
V,9770001,9780000,0.0095,ishi-yona
V,9780001,9790000,0.0021,ishi-yona
V,9800001,9810000,0.0145,ishi-yona
V,9820001,9830000,0.026,ishi-yona
V,9830001,9840000,0.0163,ishi-yona
V,9840001,9850000,0.0281,ishi-yona
V,9850001,9860000,0.0589,ishi-yona
V,9860001,9870000,-0.0224,ishi-yona
V,9870001,9880000,0.0564,ishi-yona
V,9880001,9890000,0.0085,ishi-yona
V,9890001,9900000,-0.0032,ishi-yona
V,9900001,9910000,0.0242,ishi-yona
V,9910001,9920000,0.017,ishi-yona
V,9920001,9930000,-0.0041,ishi-yona
V,9950001,9960000,-0.0106,ishi-yona
V,9960001,9970000,-0.0023,ishi-yona
V,9970001,9980000,0.005,ishi-yona
V,9980001,9990000,0.0258,ishi-yona
V,9990001,10000000,0.0173,ishi-yona
V,10020001,10030000,-0.0097,ishi-yona
V,10030001,10040000,0.0207,ishi-yona
V,10040001,10050000,0.0356,ishi-yona
V,10050001,10060000,-0.0143,ishi-yona
V,10080001,10090000,0.0185,ishi-yona
V,10090001,10100000,-0.0117,ishi-yona
V,10100001,10110000,0.0211,ishi-yona
V,10110001,10120000,0.0211,ishi-yona
V,10130001,10140000,0.0274,ishi-yona
V,10140001,10150000,0.0004,ishi-yona
V,10150001,10160000,-0.0163,ishi-yona
V,10160001,10170000,0.1032,ishi-yona
V,10170001,10180000,-0.0164,ishi-yona
V,10180001,10190000,-0.0118,ishi-yona
V,10210001,10220000,-0.0164,ishi-yona
V,10230001,10240000,-0.0095,ishi-yona
V,10240001,10250000,-0.0185,ishi-yona
V,10250001,10260000,-0.0194,ishi-yona
V,10270001,10280000,0.0486,ishi-yona
V,10290001,10300000,0.0224,ishi-yona
V,10300001,10310000,0.0234,ishi-yona
V,10310001,10320000,-0.0259,ishi-yona
V,10320001,10330000,0.0413,ishi-yona
V,10330001,10340000,0.0791,ishi-yona
V,10340001,10350000,0.0577,ishi-yona
V,10350001,10360000,0.052,ishi-yona
V,10370001,10380000,0.0701,ishi-yona
V,10380001,10390000,-0.0026,ishi-yona
V,10390001,10400000,0.0525,ishi-yona
V,10400001,10410000,0.0005,ishi-yona
V,10420001,10430000,0.1665,ishi-yona
V,10430001,10440000,0.1147,ishi-yona
V,10440001,10450000,0.0248,ishi-yona
V,10450001,10460000,0.017,ishi-yona
V,10460001,10470000,0.0109,ishi-yona
V,10470001,10480000,0.025,ishi-yona
V,10480001,10490000,0.0757,ishi-yona
V,10490001,10500000,0.1621,ishi-yona
V,10500001,10510000,-0.0106,ishi-yona
V,10510001,10520000,-0.0139,ishi-yona
V,10520001,10530000,0.0094,ishi-yona
V,10530001,10540000,-0.0168,ishi-yona
V,10540001,10550000,0.0115,ishi-yona
V,10550001,10560000,-0.0398,ishi-yona
V,10560001,10570000,0.0318,ishi-yona
V,10570001,10580000,-0.0034,ishi-yona
V,10580001,10590000,0.0298,ishi-yona
V,10590001,10600000,0.0017,ishi-yona
V,10600001,10610000,0.0368,ishi-yona
V,10610001,10620000,0.0354,ishi-yona
V,10620001,10630000,0.0077,ishi-yona
V,10630001,10640000,0.0136,ishi-yona
V,10640001,10650000,0.1222,ishi-yona
V,10650001,10660000,0.0864,ishi-yona
V,10660001,10670000,0.0116,ishi-yona
V,10670001,10680000,0.0191,ishi-yona
V,10680001,10690000,0.0138,ishi-yona
V,10690001,10700000,0.1544,ishi-yona
V,10710001,10720000,-0.0001,ishi-yona
V,10720001,10730000,0.0242,ishi-yona
V,10740001,10750000,-0.005,ishi-yona
V,10750001,10760000,-0.0085,ishi-yona
V,10800001,10810000,0.0241,ishi-yona
V,10810001,10820000,0.0127,ishi-yona
V,10820001,10830000,-0.0085,ishi-yona
V,10830001,10840000,-0.0016,ishi-yona
V,10840001,10850000,-0.0299,ishi-yona
V,10850001,10860000,0.0724,ishi-yona
V,10860001,10870000,0.0035,ishi-yona
V,10870001,10880000,0.0401,ishi-yona
V,10880001,10890000,0.0163,ishi-yona
V,10890001,10900000,0.0121,ishi-yona
V,10900001,10910000,-0.0003,ishi-yona
V,10910001,10920000,0.0204,ishi-yona
V,10920001,10930000,-0.0117,ishi-yona
V,10930001,10940000,0.0041,ishi-yona
V,10940001,10950000,-0.0203,ishi-yona
V,10960001,10970000,0.0048,ishi-yona
V,10970001,10980000,0.0081,ishi-yona
V,10980001,10990000,0.0123,ishi-yona
V,10990001,11000000,0.0754,ishi-yona
V,11000001,11010000,0.0132,ishi-yona
V,11020001,11030000,0.034,ishi-yona
V,11030001,11040000,0.0103,ishi-yona
V,11040001,11050000,0.105,ishi-yona
V,11050001,11060000,-0.004,ishi-yona
V,11060001,11070000,-0.0153,ishi-yona
V,11070001,11080000,-0.0229,ishi-yona
V,11080001,11090000,-0.001,ishi-yona
V,11090001,11100000,0.1218,ishi-yona
V,11100001,11110000,0.1005,ishi-yona
V,11110001,11120000,-0.0058,ishi-yona
V,11120001,11130000,0.0836,ishi-yona
V,11130001,11140000,0.0215,ishi-yona
V,11140001,11150000,0.0053,ishi-yona
V,11150001,11160000,-0.0292,ishi-yona
V,11160001,11170000,0.0291,ishi-yona
V,11170001,11180000,-0.0159,ishi-yona
V,11190001,11200000,0.0302,ishi-yona
V,11290001,11300000,0.046,ishi-yona
V,11300001,11310000,-0.0111,ishi-yona
V,11310001,11320000,0.047,ishi-yona
V,11320001,11330000,0.0077,ishi-yona
V,11330001,11340000,0.0264,ishi-yona
V,11340001,11350000,0.0469,ishi-yona
V,11350001,11360000,0.005,ishi-yona
V,11360001,11370000,0.0015,ishi-yona
V,11370001,11380000,-0.0657,ishi-yona
V,11380001,11390000,-0.1591,ishi-yona
V,11390001,11400000,0.0049,ishi-yona
V,11400001,11410000,0.0314,ishi-yona
V,11410001,11420000,0.0719,ishi-yona
V,11420001,11430000,0.0153,ishi-yona
V,11430001,11440000,0.0192,ishi-yona
V,11440001,11450000,-0.0284,ishi-yona
V,11480001,11490000,-0.0187,ishi-yona
V,11500001,11510000,0.0451,ishi-yona
V,11510001,11520000,-0.0747,ishi-yona
V,11530001,11540000,0.0108,ishi-yona
V,11540001,11550000,-0.0051,ishi-yona
V,11560001,11570000,-0.0255,ishi-yona
V,11570001,11580000,0.0729,ishi-yona
V,11580001,11590000,0.0189,ishi-yona
V,11590001,11600000,0.0604,ishi-yona
V,11600001,11610000,0.0663,ishi-yona
V,11610001,11620000,-0.0121,ishi-yona
V,11620001,11630000,-0.0254,ishi-yona
V,11630001,11640000,0.0357,ishi-yona
V,11640001,11650000,0.0022,ishi-yona
V,11650001,11660000,0.0231,ishi-yona
V,11660001,11670000,-0.026,ishi-yona
V,11670001,11680000,-0.0082,ishi-yona
V,11680001,11690000,0.0184,ishi-yona
V,11700001,11710000,-0.0967,ishi-yona
V,11710001,11720000,-0.0142,ishi-yona
V,11720001,11730000,0.0566,ishi-yona
V,11730001,11740000,0.0151,ishi-yona
V,11740001,11750000,-0.011,ishi-yona
V,11750001,11760000,0.0154,ishi-yona
V,11760001,11770000,-0.009,ishi-yona
V,11770001,11780000,0.0003,ishi-yona
V,11780001,11790000,-0.0233,ishi-yona
V,11790001,11800000,0.0352,ishi-yona
V,11820001,11830000,-0.0269,ishi-yona
V,11830001,11840000,-0.0086,ishi-yona
V,11840001,11850000,0.0617,ishi-yona
V,11850001,11860000,-0.0202,ishi-yona
V,11860001,11870000,-0.0359,ishi-yona
V,11870001,11880000,0.0045,ishi-yona
V,11880001,11890000,-0.0042,ishi-yona
V,11890001,11900000,-0.0023,ishi-yona
V,11900001,11910000,-0.0226,ishi-yona
V,11910001,11920000,0.0156,ishi-yona
V,11920001,11930000,0.1001,ishi-yona
V,11940001,11950000,0.0159,ishi-yona
V,11950001,11960000,0.0085,ishi-yona
V,11960001,11970000,-0.0105,ishi-yona
V,11970001,11980000,-0.0186,ishi-yona
V,11980001,11990000,-0.0097,ishi-yona
V,11990001,12000000,0.0256,ishi-yona
V,12000001,12010000,0.0063,ishi-yona
V,12010001,12020000,0.0003,ishi-yona
V,12020001,12030000,-0.0245,ishi-yona
V,12030001,12040000,-0.0301,ishi-yona
V,12040001,12050000,-0.0067,ishi-yona
V,12050001,12060000,0.1299,ishi-yona
V,12060001,12070000,-0.0142,ishi-yona
V,12090001,12100000,-0.0051,ishi-yona
V,12100001,12110000,0.0329,ishi-yona
V,12110001,12120000,-0.0066,ishi-yona
V,12120001,12130000,0.1416,ishi-yona
V,12140001,12150000,0.0839,ishi-yona
V,12150001,12160000,0.0591,ishi-yona
V,12160001,12170000,0.0151,ishi-yona
V,12170001,12180000,-0.0272,ishi-yona
V,12180001,12190000,0.0366,ishi-yona
V,12200001,12210000,0.0604,ishi-yona
V,12210001,12220000,0.1111,ishi-yona
V,12220001,12230000,-0.0155,ishi-yona
V,12240001,12250000,-0.001,ishi-yona
V,12250001,12260000,-0.0148,ishi-yona
V,12260001,12270000,-0.0,ishi-yona
V,12270001,12280000,0.0276,ishi-yona
V,12280001,12290000,-0.0193,ishi-yona
V,12290001,12300000,0.022,ishi-yona
V,12300001,12310000,-0.0088,ishi-yona
V,12310001,12320000,-0.0288,ishi-yona
V,12320001,12330000,0.0699,ishi-yona
V,12330001,12340000,0.017,ishi-yona
V,12340001,12350000,-0.0066,ishi-yona
V,12350001,12360000,0.0026,ishi-yona
V,12360001,12370000,0.0218,ishi-yona
V,12370001,12380000,-0.0303,ishi-yona
V,12380001,12390000,0.0179,ishi-yona
V,12390001,12400000,0.0411,ishi-yona
V,12410001,12420000,0.0321,ishi-yona
V,12420001,12430000,-0.01,ishi-yona
V,12440001,12450000,-0.0219,ishi-yona
V,12450001,12460000,0.0173,ishi-yona
V,12460001,12470000,0.0274,ishi-yona
V,12470001,12480000,-0.0115,ishi-yona
V,12480001,12490000,0.0127,ishi-yona
V,12500001,12510000,0.0367,ishi-yona
V,12510001,12520000,0.0317,ishi-yona
V,12530001,12540000,0.0057,ishi-yona
V,12540001,12550000,0.0138,ishi-yona
V,12550001,12560000,0.0279,ishi-yona
V,12570001,12580000,0.0599,ishi-yona
V,12590001,12600000,-0.0044,ishi-yona
V,12600001,12610000,0.0113,ishi-yona
V,12610001,12620000,-0.0354,ishi-yona
V,12630001,12640000,-0.0093,ishi-yona
V,12660001,12670000,-0.0356,ishi-yona
V,12670001,12680000,-0.0012,ishi-yona
V,12680001,12690000,-0.0049,ishi-yona
V,12690001,12700000,0.0387,ishi-yona
V,12700001,12710000,0.0761,ishi-yona
V,12710001,12720000,0.0441,ishi-yona
V,12720001,12730000,0.0825,ishi-yona
V,12730001,12740000,0.0798,ishi-yona
V,12740001,12750000,-0.0152,ishi-yona
V,12750001,12760000,-0.002,ishi-yona
V,12760001,12770000,0.0131,ishi-yona
V,12770001,12780000,0.3117,ishi-yona
V,12780001,12790000,0.015,ishi-yona
V,12790001,12800000,0.0079,ishi-yona
V,12800001,12810000,0.0049,ishi-yona
V,12810001,12820000,-0.0136,ishi-yona
V,12820001,12830000,0.0706,ishi-yona
V,12830001,12840000,0.0258,ishi-yona
V,12840001,12850000,0.0394,ishi-yona
V,12900001,12910000,-0.037,ishi-yona
V,12910001,12920000,-0.0464,ishi-yona
V,12930001,12940000,-0.0115,ishi-yona
V,12940001,12950000,-0.0046,ishi-yona
V,12950001,12960000,-0.0514,ishi-yona
V,12960001,12970000,0.0042,ishi-yona
V,12970001,12980000,0.0072,ishi-yona
V,12980001,12990000,0.0482,ishi-yona
V,12990001,13000000,0.0527,ishi-yona
V,13000001,13010000,0.0091,ishi-yona
V,13010001,13020000,0.0435,ishi-yona
V,13020001,13030000,-0.0089,ishi-yona
V,13040001,13050000,0.0319,ishi-yona
V,13050001,13060000,0.0265,ishi-yona
V,13060001,13070000,-0.0083,ishi-yona
V,13070001,13080000,0.0591,ishi-yona
V,13080001,13090000,0.0363,ishi-yona
V,13090001,13100000,0.0748,ishi-yona
V,13100001,13110000,-0.0162,ishi-yona
V,13110001,13120000,0.0042,ishi-yona
V,13130001,13140000,0.0294,ishi-yona
V,13140001,13150000,-0.0246,ishi-yona
V,13150001,13160000,-0.0128,ishi-yona
V,13160001,13170000,0.1009,ishi-yona
V,13170001,13180000,-0.0017,ishi-yona
V,13180001,13190000,0.0574,ishi-yona
V,13190001,13200000,-0.011,ishi-yona
V,13200001,13210000,0.0197,ishi-yona
V,13210001,13220000,0.0386,ishi-yona
V,13220001,13230000,-0.0087,ishi-yona
V,13230001,13240000,-0.0788,ishi-yona
V,13240001,13250000,-0.0319,ishi-yona
V,13260001,13270000,0.0106,ishi-yona
V,13270001,13280000,-0.0281,ishi-yona
V,13280001,13290000,-0.0065,ishi-yona
V,13290001,13300000,-0.0005,ishi-yona
V,13300001,13310000,-0.0027,ishi-yona
V,13330001,13340000,0.0296,ishi-yona
V,13360001,13370000,0.0095,ishi-yona
V,13370001,13380000,0.0101,ishi-yona
V,13380001,13390000,-0.0003,ishi-yona
V,13390001,13400000,0.0061,ishi-yona
V,13420001,13430000,-0.0145,ishi-yona
V,13430001,13440000,0.0404,ishi-yona
V,13440001,13450000,0.0601,ishi-yona
V,13450001,13460000,0.0122,ishi-yona
V,13460001,13470000,0.013,ishi-yona
V,13470001,13480000,-0.0076,ishi-yona
V,13480001,13490000,0.0081,ishi-yona
V,13490001,13500000,0.0668,ishi-yona
V,13500001,13510000,0.0075,ishi-yona
V,13510001,13520000,0.0266,ishi-yona
V,13520001,13530000,0.0429,ishi-yona
V,13580001,13590000,0.0603,ishi-yona
V,13590001,13600000,0.0022,ishi-yona
V,13600001,13610000,0.012,ishi-yona
V,13620001,13630000,0.0099,ishi-yona
V,13640001,13650000,0.0097,ishi-yona
V,13650001,13660000,0.0274,ishi-yona
V,13680001,13690000,0.0306,ishi-yona
V,13690001,13700000,-0.0063,ishi-yona
V,13720001,13730000,-0.0253,ishi-yona
V,13730001,13740000,-0.0609,ishi-yona
V,13740001,13750000,0.0181,ishi-yona
V,13750001,13760000,0.0331,ishi-yona
V,13770001,13780000,0.0588,ishi-yona
V,13780001,13790000,0.028,ishi-yona
V,13790001,13800000,-0.006,ishi-yona
V,13800001,13810000,-0.0427,ishi-yona
V,13830001,13840000,0.0125,ishi-yona
V,13850001,13860000,0.0205,ishi-yona
V,13860001,13870000,0.0226,ishi-yona
V,13870001,13880000,0.0331,ishi-yona
V,13900001,13910000,-0.0026,ishi-yona
V,13910001,13920000,-0.0227,ishi-yona
V,13930001,13940000,-0.0053,ishi-yona
V,13940001,13950000,0.0043,ishi-yona
V,13960001,13970000,0.0585,ishi-yona
V,13970001,13980000,0.052,ishi-yona
V,13980001,13990000,-0.002,ishi-yona
V,13990001,14000000,-0.0928,ishi-yona
V,14010001,14020000,0.0234,ishi-yona
V,14020001,14030000,0.007,ishi-yona
V,14040001,14050000,-0.0013,ishi-yona
V,14060001,14070000,0.034,ishi-yona
V,14070001,14080000,-0.0146,ishi-yona
V,14080001,14090000,-0.0241,ishi-yona
V,14090001,14100000,0.0476,ishi-yona
V,14100001,14110000,-0.0397,ishi-yona
V,14110001,14120000,0.0689,ishi-yona
V,14120001,14130000,-0.0387,ishi-yona
V,14130001,14140000,0.0089,ishi-yona
V,14150001,14160000,-0.0175,ishi-yona
V,14160001,14170000,-0.0152,ishi-yona
V,14200001,14210000,0.035,ishi-yona
V,14210001,14220000,0.0428,ishi-yona
V,14220001,14230000,0.0928,ishi-yona
V,14240001,14250000,-0.1205,ishi-yona
V,14250001,14260000,0.0467,ishi-yona
V,14260001,14270000,0.0069,ishi-yona
V,14270001,14280000,-0.0124,ishi-yona
V,14280001,14290000,0.0852,ishi-yona
V,14290001,14300000,-0.0189,ishi-yona
V,14320001,14330000,0.14,ishi-yona
V,14330001,14340000,-0.0028,ishi-yona
V,14350001,14360000,0.0276,ishi-yona
V,14360001,14370000,0.0001,ishi-yona
V,14370001,14380000,-0.0633,ishi-yona
V,14380001,14390000,0.0021,ishi-yona
V,14390001,14400000,0.0329,ishi-yona
V,14400001,14410000,0.0101,ishi-yona
V,14410001,14420000,0.0312,ishi-yona
V,14430001,14440000,-0.0021,ishi-yona
V,14440001,14450000,-0.0529,ishi-yona
V,14450001,14460000,0.0917,ishi-yona
V,14460001,14470000,-0.0224,ishi-yona
V,14470001,14480000,0.0146,ishi-yona
V,14480001,14490000,0.0598,ishi-yona
V,14490001,14500000,0.111,ishi-yona
V,14500001,14510000,0.062,ishi-yona
V,14520001,14530000,-0.0132,ishi-yona
V,14540001,14550000,0.0204,ishi-yona
V,14550001,14560000,0.0219,ishi-yona
V,14560001,14570000,0.028,ishi-yona
V,14570001,14580000,-0.0077,ishi-yona
V,14580001,14590000,-0.0788,ishi-yona
V,14590001,14600000,0.0197,ishi-yona
V,14610001,14620000,0.0346,ishi-yona
V,14620001,14630000,-0.039,ishi-yona
V,14630001,14640000,0.0873,ishi-yona
V,14640001,14650000,-0.0254,ishi-yona
V,14650001,14660000,0.0277,ishi-yona
V,14660001,14670000,0.0004,ishi-yona
V,14670001,14680000,-0.0275,ishi-yona
V,14680001,14690000,0.1717,ishi-yona
V,14690001,14700000,0.0061,ishi-yona
V,14700001,14710000,-0.0606,ishi-yona
V,14720001,14730000,0.0641,ishi-yona
V,14750001,14760000,-0.0567,ishi-yona
V,14760001,14770000,0.0158,ishi-yona
V,14770001,14780000,0.0714,ishi-yona
V,14800001,14810000,0.0336,ishi-yona
V,14810001,14820000,-0.0077,ishi-yona
V,14820001,14830000,0.0174,ishi-yona
V,14830001,14840000,-0.049,ishi-yona
V,14870001,14880000,-0.0026,ishi-yona
V,14880001,14890000,0.034,ishi-yona
V,14890001,14900000,0.0259,ishi-yona
V,14900001,14910000,0.0302,ishi-yona
V,14920001,14930000,0.0148,ishi-yona
V,14930001,14940000,-0.0089,ishi-yona
V,14940001,14950000,-0.0281,ishi-yona
V,14950001,14960000,-0.0037,ishi-yona
V,14960001,14970000,0.0412,ishi-yona
V,14970001,14980000,0.0577,ishi-yona
V,14980001,14990000,0.0235,ishi-yona
V,14990001,15000000,0.0257,ishi-yona
V,15010001,15020000,0.0485,ishi-yona
V,15030001,15040000,0.06,ishi-yona
V,15040001,15050000,-0.036,ishi-yona
V,15090001,15100000,0.0102,ishi-yona
V,15100001,15110000,0.0722,ishi-yona
V,15110001,15120000,0.1019,ishi-yona
V,15120001,15130000,0.0703,ishi-yona
V,15130001,15140000,0.0051,ishi-yona
V,15140001,15150000,0.0378,ishi-yona
V,15150001,15160000,0.0557,ishi-yona
V,15160001,15170000,-0.015,ishi-yona
V,15180001,15190000,0.0913,ishi-yona
V,15190001,15200000,0.0314,ishi-yona
V,15200001,15210000,0.0374,ishi-yona
V,15210001,15220000,0.0101,ishi-yona
V,15220001,15230000,0.0298,ishi-yona
V,15230001,15240000,0.0149,ishi-yona
V,15240001,15250000,0.0535,ishi-yona
V,15280001,15290000,-0.0037,ishi-yona
V,15310001,15320000,0.0633,ishi-yona
V,15320001,15330000,-0.0161,ishi-yona
V,15330001,15340000,-0.024,ishi-yona
V,15340001,15350000,-0.0008,ishi-yona
V,15350001,15360000,-0.0036,ishi-yona
V,15370001,15380000,-0.0007,ishi-yona
V,15380001,15390000,0.0176,ishi-yona
V,15390001,15400000,0.0406,ishi-yona
V,15410001,15420000,-0.0175,ishi-yona
V,15420001,15430000,-0.0132,ishi-yona
V,15450001,15460000,0.0132,ishi-yona
V,15460001,15470000,-0.0196,ishi-yona
V,15480001,15490000,-0.0268,ishi-yona
V,15500001,15510000,-0.0038,ishi-yona
V,15520001,15530000,-0.0127,ishi-yona
V,15530001,15540000,-0.0054,ishi-yona
V,15540001,15550000,0.008,ishi-yona
V,15550001,15560000,0.047,ishi-yona
V,15560001,15570000,0.1103,ishi-yona
V,15570001,15580000,-0.0067,ishi-yona
V,15600001,15610000,-0.018,ishi-yona
V,15620001,15630000,0.0329,ishi-yona
V,15630001,15640000,0.028,ishi-yona
V,15640001,15650000,-0.0194,ishi-yona
V,15650001,15660000,0.0592,ishi-yona
V,15660001,15670000,0.0381,ishi-yona
V,15680001,15690000,-0.0014,ishi-yona
V,15690001,15700000,0.0116,ishi-yona
V,15700001,15710000,0.0334,ishi-yona
V,15710001,15720000,0.0091,ishi-yona
V,15720001,15730000,0.0436,ishi-yona
V,15740001,15750000,0.0414,ishi-yona
V,15750001,15760000,0.0187,ishi-yona
V,15760001,15770000,0.0115,ishi-yona
V,15780001,15790000,-0.0443,ishi-yona
V,15800001,15810000,0.0174,ishi-yona
V,15810001,15820000,0.0974,ishi-yona
V,15820001,15830000,-0.0202,ishi-yona
V,15830001,15840000,-0.0108,ishi-yona
V,15880001,15890000,0.0164,ishi-yona
V,15890001,15900000,-0.0592,ishi-yona
V,15900001,15910000,0.0355,ishi-yona
V,15920001,15930000,0.0026,ishi-yona
V,15930001,15940000,0.0155,ishi-yona
V,15940001,15950000,0.0339,ishi-yona
V,15950001,15960000,0.0258,ishi-yona
V,15980001,15990000,-0.0055,ishi-yona
V,15990001,16000000,-0.0152,ishi-yona
V,16000001,16010000,0.0424,ishi-yona
V,16020001,16030000,-0.0139,ishi-yona
V,16030001,16040000,-0.0123,ishi-yona
V,16060001,16070000,0.0014,ishi-yona
V,16070001,16080000,-0.01,ishi-yona
V,16080001,16090000,0.027,ishi-yona
V,16090001,16100000,-0.0029,ishi-yona
V,16100001,16110000,-0.0157,ishi-yona
V,16120001,16130000,0.0087,ishi-yona
V,16140001,16150000,0.023,ishi-yona
V,16150001,16160000,0.0358,ishi-yona
V,16170001,16180000,0.0383,ishi-yona
V,16210001,16220000,0.0207,ishi-yona
V,16230001,16240000,-0.1265,ishi-yona
V,16240001,16250000,0.0534,ishi-yona
V,16250001,16260000,0.0708,ishi-yona
V,16280001,16290000,0.0038,ishi-yona
V,16300001,16310000,0.0651,ishi-yona
V,16310001,16320000,-0.0167,ishi-yona
V,16350001,16360000,0.1154,ishi-yona
V,16360001,16370000,-0.0584,ishi-yona
V,16370001,16380000,0.0017,ishi-yona
V,16390001,16400000,0.0705,ishi-yona
V,16410001,16420000,0.0018,ishi-yona
V,16430001,16440000,0.0506,ishi-yona
V,16440001,16450000,-0.027,ishi-yona
V,16450001,16460000,0.0104,ishi-yona
V,16460001,16470000,0.0159,ishi-yona
V,16470001,16480000,-0.0311,ishi-yona
V,16480001,16490000,0.024,ishi-yona
V,16490001,16500000,-0.0043,ishi-yona
V,16500001,16510000,-0.0153,ishi-yona
V,16550001,16560000,0.0695,ishi-yona
V,16590001,16600000,-0.0102,ishi-yona
