chr,start,end,mid,sites,pi_all,codon_position
II,6440001,6450000,6444229,170,0.0,2
II,6450001,6460000,6455706,400,0.0,2
II,6470001,6480000,6477296,351,0.0007,2
II,6480001,6490000,6484931,314,0.0,2
II,6500001,6510000,6504460,213,0.0,2
II,6510001,6520000,6516581,198,0.0,2
II,6530001,6540000,6538170,234,0.0007,2
II,6540001,6550000,6544737,555,0.0,2
II,6550001,6560000,6553084,632,0.0003,2
II,6560001,6570000,6565094,178,0.0,2
II,6580001,6590000,6583913,236,0.0,2
II,6590001,6600000,6595957,379,0.0002,2
II,6600001,6610000,6602146,446,0.0,2
II,6620001,6630000,6625908,267,0.0,2
II,6630001,6640000,6636048,217,0.0004,2
II,6640001,6650000,6643011,237,0.0013,2
II,6660001,6670000,6662864,282,0.0012,2
II,6670001,6680000,6672791,392,0.0012,2
II,6680001,6690000,6683712,197,0.0,2
II,6690001,6700000,6692340,234,0.0,2
II,6730001,6740000,6735674,309,0.0003,2
II,6740001,6750000,6745295,637,0.0006,2
II,6750001,6760000,6752579,178,0.0,2
II,6760001,6770000,6767380,295,0.0,2
II,6770001,6780000,6774490,429,0.0002,2
II,6780001,6790000,6785823,317,0.0,2
II,6790001,6800000,6795380,476,0.0011,2
II,6840001,6850000,6845477,362,0.0013,2
II,6850001,6860000,6853074,261,0.0,2
II,6870001,6880000,6875342,311,0.0,2
II,6880001,6890000,6884177,447,0.0,2
II,6890001,6900000,6894283,658,0.0,2
II,6900001,6910000,6902379,268,0.0,2
II,6920001,6930000,6923565,551,0.0003,2
II,6950001,6960000,6954959,470,0.0003,2
II,6960001,6970000,6964869,447,0.0006,2
II,7000001,7010000,7006526,646,0.0,2
II,7010001,7020000,7016207,323,0.0,2
II,7020001,7030000,7023204,266,0.0,2
II,7050001,7060000,7053164,353,0.0,2
II,7060001,7070000,7066150,504,0.0003,2
II,7090001,7100000,7097618,455,0.0,2
II,7100001,7110000,7103337,733,0.0,2
II,7110001,7120000,7115310,574,0.0,2
II,7140001,7150000,7148687,219,0.0017,2
II,7150001,7160000,7152658,226,0.0004,2
II,7160001,7170000,7165328,363,0.0002,2
II,7180001,7190000,7187732,303,0.0,2
II,7190001,7200000,7195654,526,0.0,2
II,7200001,7210000,7203832,475,0.0013,2
II,7210001,7220000,7214976,273,0.0,2
II,7220001,7230000,7222415,315,0.0,2
II,7240001,7250000,7247965,274,0.0,2
II,7250001,7260000,7253640,532,0.0,2
II,7290001,7300000,7293812,269,0.0,2
II,7300001,7310000,7304610,500,0.0002,2
II,7350001,7360000,7353815,285,0.0,2
II,7360001,7370000,7361084,199,0.0004,2
II,7370001,7380000,7375242,334,0.0,2
II,7390001,7400000,7397867,256,0.0,2
II,7400001,7410000,7405326,251,0.0,2
II,7430001,7440000,7434695,222,0.0004,2
II,7450001,7460000,7456763,279,0.0003,2
II,7470001,7480000,7474182,257,0.0006,2
II,7530001,7540000,7534845,613,0.0003,2
II,7540001,7550000,7544660,181,0.002,2
II,7550001,7560000,7552643,167,0.0,2
II,7570001,7580000,7576633,387,0.0,2
II,7580001,7590000,7583262,469,0.0006,2
II,7660001,7670000,7665698,420,0.0009,2
II,7670001,7680000,7670811,199,0.0,2
II,7680001,7690000,7686500,868,0.0,2
II,7690001,7700000,7693729,321,0.0003,2
II,7700001,7710000,7703524,585,0.0,2
II,7710001,7720000,7713092,205,0.0,2
II,7730001,7740000,7734348,735,0.0003,2
II,7740001,7750000,7745170,961,0.0011,2
II,7760001,7770000,7764218,365,0.0004,2
II,7770001,7780000,7775062,620,0.0016,2
II,7780001,7790000,7781579,217,0.0,2
II,7790001,7800000,7793283,176,0.0,2
II,7810001,7820000,7814672,249,0.0,2
II,7820001,7830000,7821749,308,0.0003,2
II,7840001,7850000,7844789,242,0.0003,2
II,7850001,7860000,7855368,404,0.0,2
II,7860001,7870000,7863654,889,0.0004,2
II,7870001,7880000,7878602,233,0.0,2
II,7890001,7900000,7898067,363,0.0,2
II,7900001,7910000,7902649,259,0.0003,2
II,7940001,7950000,7944498,316,0.0,2
II,7990001,8000000,7996083,224,0.0,2
II,8010001,8020000,8016417,287,0.0,2
II,8020001,8030000,8022767,216,0.0008,2
II,8040001,8050000,8046994,313,0.0,2
II,8050001,8060000,8056087,232,0.0,2
II,8060001,8070000,8062823,337,0.0002,2
II,8080001,8090000,8083639,601,0.0,2
II,8090001,8100000,8091337,221,0.0,2
II,8100001,8110000,8104792,229,0.0004,2
II,8110001,8120000,8114194,620,0.0008,2
II,8130001,8140000,8138063,401,0.0,2
II,8140001,8150000,8145471,471,0.0011,2
II,8160001,8170000,8164636,985,0.0002,2
II,8170001,8180000,8177842,487,0.0005,2
II,8180001,8190000,8185464,872,0.0,2
II,8210001,8220000,8216131,603,0.0005,2
II,8230001,8240000,8234965,681,0.0001,2
II,8260001,8270000,8267132,168,0.0,2
II,8270001,8280000,8274092,718,0.0014,2
II,8280001,8290000,8283974,247,0.0,2
II,8300001,8310000,8307069,207,0.0,2
II,8320001,8330000,8324551,276,0.0,2
II,8330001,8340000,8333766,351,0.0003,2
II,8350001,8360000,8356778,162,0.0,2
II,8390001,8400000,8395705,227,0.0,2
II,8400001,8410000,8402631,250,0.0003,2
II,8420001,8430000,8426635,433,0.0002,2
II,8430001,8440000,8431851,261,0.0003,2
II,8440001,8450000,8443816,171,0.0,2
II,8450001,8460000,8455842,353,0.0011,2
II,8460001,8470000,8464851,267,0.0,2
II,8480001,8490000,8485949,384,0.0012,2
II,8490001,8500000,8494910,315,0.0,2
II,8520001,8530000,8524101,704,0.0,2
II,8530001,8540000,8536496,217,0.0,2
II,8540001,8550000,8544300,311,0.0,2
II,8560001,8570000,8564368,293,0.0,2
II,8570001,8580000,8573571,450,0.0002,2
II,8580001,8590000,8581386,205,0.0,2
II,8590001,8600000,8596308,346,0.0002,2
II,8600001,8610000,8604645,751,0.0,2
II,8610001,8620000,8614553,224,0.0,2
II,8620001,8630000,8625700,282,0.0,2
II,8630001,8640000,8635214,201,0.0004,2
II,8650001,8660000,8655455,776,0.0001,2
II,8660001,8670000,8665574,1023,0.0,2
II,8670001,8680000,8671905,436,0.0002,2
II,8680001,8690000,8681367,165,0.0018,2
II,8690001,8700000,8695944,483,0.0007,2
II,8700001,8710000,8702413,208,0.0,2
II,8710001,8720000,8718302,198,0.0,2
II,8720001,8730000,8724680,268,0.0,2
II,8760001,8770000,8766425,220,0.0,2
II,8770001,8780000,8775540,760,0.0,2
II,8800001,8810000,8804420,460,0.0003,2
II,8840001,8850000,8844717,308,0.0003,2
II,8850001,8860000,8852009,412,0.0005,2
II,8880001,8890000,8883126,638,0.0001,2
II,8930001,8940000,8935134,610,0.0,2
II,8970001,8980000,8971429,246,0.0,2
II,8990001,9000000,8996619,489,0.0008,2
II,9000001,9010000,9005025,210,0.0041,2
II,9010001,9020000,9017444,327,0.001,2
II,9030001,9040000,9037231,386,0.0004,2
II,9040001,9050000,9045285,705,0.0002,2
II,9050001,9060000,9052229,364,0.0009,2
II,9090001,9100000,9097121,279,0.0,2
II,9100001,9110000,9105051,189,0.0012,2
II,9160001,9170000,9166227,482,0.0,2
II,9170001,9180000,9174972,290,0.0003,2
II,9190001,9200000,9191560,173,0.0,2
II,9210001,9220000,9214722,690,0.0001,2
II,9230001,9240000,9235282,476,0.0004,2
II,9240001,9250000,9247625,213,0.0,2
II,9270001,9280000,9275731,213,0.0,2
II,9280001,9290000,9288556,220,0.0,2
II,9290001,9300000,9296135,320,0.0,2
II,9320001,9330000,9323739,423,0.0,2
II,9330001,9340000,9334701,910,0.0003,2
II,9340001,9350000,9341325,302,0.0011,2
II,9400001,9410000,9404298,448,0.0,2
II,9410001,9420000,9413720,310,0.0,2
II,9420001,9430000,9426875,215,0.0,2
II,9430001,9440000,9434493,441,0.0002,2
II,9470001,9480000,9474653,172,0.0013,2
II,9510001,9520000,9518427,326,0.0003,2
II,9540001,9550000,9544754,382,0.0006,2
II,9550001,9560000,9558270,214,0.0004,2
II,9580001,9590000,9586547,318,0.0,2
II,9590001,9600000,9593113,466,0.0,2
II,9600001,9610000,9608922,276,0.003,2
II,9610001,9620000,9613544,525,0.0008,2
II,9630001,9640000,9638672,221,0.0,2
II,9640001,9650000,9645766,502,0.0002,2
II,9650001,9660000,9656823,191,0.0015,2
II,9660001,9670000,9665805,280,0.0006,2
II,9670001,9680000,9674279,249,0.0016,2
II,9690001,9700000,9697620,211,0.0004,2
II,9700001,9710000,9702836,314,0.0002,2
II,9740001,9750000,9744675,342,0.0,2
II,9780001,9790000,9783370,496,0.0002,2
II,9790001,9800000,9796891,390,0.0,2
II,9800001,9810000,9805495,223,0.0,2
II,9830001,9840000,9835082,333,0.0002,2
II,9840001,9850000,9844253,253,0.0046,2
II,9850001,9860000,9856460,581,0.0,2
II,9860001,9870000,9862969,688,0.0001,2
II,9880001,9890000,9887550,339,0.0,2
II,9890001,9900000,9892032,266,0.0012,2
II,9920001,9930000,9925954,202,0.0008,2
II,9930001,9940000,9936357,347,0.0,2
II,9940001,9950000,9943569,643,0.0004,2
II,10000001,10010000,10007611,166,0.0006,2
II,10030001,10040000,10035696,538,0.0002,2
II,10040001,10050000,10043766,277,0.0,2
II,10050001,10060000,10057234,272,0.0015,2
II,10060001,10070000,10062802,483,0.0002,2
II,10100001,10110000,10102317,466,0.0005,2
II,10110001,10120000,10113871,581,0.0004,2
II,10120001,10130000,10124840,287,0.0,2
II,10170001,10180000,10177314,678,0.0001,2
II,10200001,10210000,10202916,203,0.0,2
II,10210001,10220000,10219474,162,0.0,2
II,10220001,10230000,10225176,508,0.0004,2
II,10230001,10240000,10234317,338,0.0007,2
II,10240001,10250000,10245191,412,0.0004,2
II,10250001,10260000,10254089,542,0.0008,2
II,10260001,10270000,10264787,653,0.0004,2
II,10300001,10310000,10305621,851,0.0005,2
II,10310001,10320000,10315363,470,0.0012,2
II,10330001,10340000,10334907,215,0.0004,2
II,10340001,10350000,10347537,529,0.0002,2
II,10390001,10400000,10397696,521,0.0002,2
II,10450001,10460000,10454556,164,0.0005,2
II,10460001,10470000,10465629,178,0.001,2
II,10470001,10480000,10477346,207,0.0,2
II,10480001,10490000,10483476,431,0.0012,2
II,10530001,10540000,10534723,373,0.0,2
II,10560001,10570000,10562289,358,0.0,2
II,10580001,10590000,10585683,927,0.0005,2
II,10590001,10600000,10594609,413,0.0016,2
II,10620001,10630000,10627756,197,0.0,2
II,10640001,10650000,10642695,293,0.0038,2
II,10660001,10670000,10660947,277,0.0011,2
II,10690001,10700000,10693398,228,0.0,2
II,10700001,10710000,10704342,465,0.0009,2
II,10710001,10720000,10711155,288,0.0,2
II,10720001,10730000,10726095,501,0.0009,2
II,10740001,10750000,10746200,203,0.0,2
II,10750001,10760000,10756811,202,0.0,2
II,10780001,10790000,10782839,370,0.0,2
II,10790001,10800000,10792266,375,0.0,2
II,10810001,10820000,10815293,351,0.0011,2
II,10820001,10830000,10824167,589,0.0,2
II,10830001,10840000,10837889,169,0.0005,2
II,10870001,10880000,10873842,477,0.0002,2
II,10880001,10890000,10885565,449,0.0,2
II,10890001,10900000,10890968,337,0.0,2
II,10900001,10910000,10904206,179,0.0009,2
II,10910001,10920000,10918416,341,0.0002,2
II,10920001,10930000,10927101,507,0.0,2
II,10940001,10950000,10944784,230,0.0,2
II,10980001,10990000,10984804,173,0.0,2
II,11010001,11020000,11012573,347,0.0,2
II,11020001,11030000,11025001,210,0.0,2
II,11040001,11050000,11046231,273,0.0,2
II,11050001,11060000,11056055,291,0.0,2
II,11110001,11120000,11114280,355,0.0005,2
II,11120001,11130000,11125495,167,0.0,2
II,11180001,11190000,11186559,212,0.0,2
II,11210001,11220000,11214328,501,0.0002,2
II,11230001,11240000,11236037,605,0.0003,2
II,11240001,11250000,11244169,560,0.0003,2
II,11290001,11300000,11295310,522,0.0005,2
II,11300001,11310000,11303452,302,0.0003,2
II,11320001,11330000,11325924,559,0.0009,2
II,11340001,11350000,11346025,1089,0.0002,2
II,11380001,11390000,11386020,324,0.0003,2
II,11410001,11420000,11414935,307,0.0005,2
II,11420001,11430000,11423394,422,0.0006,2
II,11430001,11440000,11434490,212,0.0004,2
II,11460001,11470000,11464033,733,0.0007,2
II,11470001,11480000,11474186,502,0.0,2
II,11490001,11500000,11491785,278,0.0,2
II,11520001,11530000,11525243,382,0.0004,2
II,11540001,11550000,11543793,816,0.0001,2
II,11560001,11570000,11562397,379,0.0008,2
II,11570001,11580000,11575713,447,0.0014,2
II,11580001,11590000,11583849,895,0.0006,2
II,11590001,11600000,11595089,425,0.0,2
II,11600001,11610000,11607811,461,0.0,2
II,11610001,11620000,11615747,322,0.0005,2
II,11620001,11630000,11626290,364,0.0003,2
II,11640001,11650000,11648733,267,0.0019,2
II,11660001,11670000,11665229,471,0.0,2
II,11670001,11680000,11675175,1243,0.001,2
II,11680001,11690000,11687591,191,0.0,2
II,11690001,11700000,11695487,541,0.0002,2
II,11700001,11710000,11706386,483,0.0008,2
II,11730001,11740000,11731528,165,0.0,2
II,11790001,11800000,11798114,246,0.0023,2
II,11800001,11810000,11805726,418,0.0096,2
II,11810001,11820000,11814708,239,0.0003,2
II,11860001,11870000,11863086,218,0.0,2
II,11870001,11880000,11874290,907,0.0007,2
II,11910001,11920000,11915866,223,0.0,2
II,11960001,11970000,11963995,313,0.0,2
II,11970001,11980000,11975934,214,0.0035,2
II,12000001,12010000,12004139,205,0.0,2
II,12020001,12030000,12024313,171,0.0016,2
II,12060001,12070000,12064697,417,0.0016,2
II,12140001,12150000,12148981,254,0.0015,2
II,12150001,12160000,12153836,509,0.003,2
II,12160001,12170000,12167950,216,0.0004,2
II,12190001,12200000,12195849,205,0.0008,2
II,12210001,12220000,12214839,356,0.0,2
II,12240001,12250000,12242303,191,0.0004,2
II,12290001,12300000,12294562,306,0.001,2
II,12300001,12310000,12304975,326,0.0102,2
II,12380001,12390000,12384147,247,0.0033,2
II,12390001,12400000,12391620,249,0.0016,2
II,12420001,12430000,12422423,311,0.0025,2
II,12430001,12440000,12432854,174,0.0,2
II,12440001,12450000,12447462,198,0.0,2
II,12450001,12460000,12452160,215,0.0031,2
II,12460001,12470000,12465970,290,0.0,2
II,12490001,12500000,12496235,244,0.0018,2
II,12510001,12520000,12515575,363,0.0083,2
II,12540001,12550000,12544871,191,0.0,2
II,12570001,12580000,12574798,334,0.001,2
II,12580001,12590000,12583606,197,0.0005,2
II,12630001,12640000,12636695,177,0.0009,2
II,12720001,12730000,12728087,170,0.0,2
II,12730001,12740000,12734635,470,0.0,2
II,12760001,12770000,12764904,253,0.0003,2
II,12810001,12820000,12814387,299,0.0022,2
II,12830001,12840000,12832816,347,0.0018,2
II,12850001,12860000,12855580,328,0.002,2
II,12860001,12870000,12864990,345,0.0002,2
II,12900001,12910000,12902627,182,0.0005,2
II,12910001,12920000,12916405,185,0.0,2
II,12940001,12950000,12945324,330,0.0,2
II,12970001,12980000,12974217,161,0.0,2
II,13100001,13110000,13106040,392,0.0002,2
II,13110001,13120000,13112431,258,0.0,2
II,13120001,13130000,13122440,364,0.0002,2
II,13200001,13210000,13205457,245,0.0039,2
II,13210001,13220000,13212887,350,0.0012,2
II,13420001,13430000,13423182,296,0.0058,2
II,13500001,13510000,13504088,166,0.0,2
II,13510001,13520000,13511961,428,0.0025,2
II,13530001,13540000,13535621,328,0.0008,2
II,13600001,13610000,13603484,260,0.0071,2
II,13610001,13620000,13613527,489,0.0015,2
II,13620001,13630000,13625218,353,0.0032,2
II,13640001,13650000,13644195,187,0.0032,2
II,13680001,13690000,13687822,312,0.0023,2
II,13690001,13700000,13693604,295,0.0,2
II,13720001,13730000,13726369,243,0.0,2
II,13760001,13770000,13765423,262,0.004,2
II,13770001,13780000,13775743,927,0.0082,2
II,13870001,13880000,13879187,191,0.0,2
II,13910001,13920000,13913580,318,0.0005,2
II,13950001,13960000,13951496,214,0.0,2
II,13960001,13970000,13961888,239,0.0,2
II,13970001,13980000,13972247,175,0.0,2
II,14010001,14020000,14017982,174,0.001,2
II,14130001,14140000,14137753,194,0.0016,2
II,14140001,14150000,14145408,329,0.002,2
II,14200001,14210000,14207215,278,0.0,2
II,14210001,14220000,14214308,258,0.002,2
II,14230001,14240000,14235203,345,0.0,2
II,14350001,14360000,14354759,281,0.0003,2
II,14360001,14370000,14365625,303,0.0003,2
II,14380001,14390000,14383858,476,0.0002,2
II,14390001,14400000,14396583,453,0.0,2
II,14400001,14410000,14403390,245,0.0003,2
II,14420001,14430000,14422267,597,0.0001,2
II,14440001,14450000,14443698,355,0.0008,2
II,14470001,14480000,14476474,326,0.0,2
II,14500001,14510000,14507893,220,0.0,2
II,14520001,14530000,14524352,555,0.0018,2
II,14530001,14540000,14533501,264,0.0,2
II,14540001,14550000,14544001,310,0.002,2
II,14550001,14560000,14557974,220,0.0,2
II,14590001,14600000,14595830,285,0.0,2
II,14620001,14630000,14625511,381,0.0002,2
II,14630001,14640000,14634995,179,0.0,2
II,14650001,14660000,14656934,339,0.0,2
II,14700001,14710000,14707696,167,0.0,2
II,14750001,14760000,14754250,302,0.0011,2
II,14840001,14850000,14847013,375,0.001,2
II,14850001,14860000,14854768,173,0.0029,2
II,14950001,14960000,14955441,234,0.0013,2
II,15000001,15010000,15004478,367,0.0,2
II,15080001,15090000,15089028,223,0.0,2
II,15120001,15130000,15125982,345,0.0009,2
II,15150001,15160000,15155086,221,0.0,2
II,15180001,15190000,15181959,243,0.0022,2
III,1,10000,1739,229,0.0,2
III,20001,30000,21373,220,0.0013,2
III,30001,40000,37144,339,0.002,2
III,70001,80000,74747,255,0.0035,2
III,80001,90000,84976,224,0.0028,2
III,130001,140000,132647,240,0.0011,2
III,140001,150000,143264,457,0.0136,2
III,150001,160000,158895,174,0.0014,2
III,160001,170000,166221,176,0.0,2
III,170001,180000,171874,215,0.0013,2
III,180001,190000,185215,197,0.0025,2
III,370001,380000,373516,231,0.0,2
III,430001,440000,437101,216,0.0004,2
III,470001,480000,474284,245,0.0,2
III,490001,500000,495373,459,0.0,2
III,510001,520000,514164,228,0.0,2
III,520001,530000,522820,354,0.0003,2
III,570001,580000,578930,215,0.0016,2
III,600001,610000,603077,201,0.0,2
III,620001,630000,625856,222,0.001,2
III,630001,640000,635532,465,0.0005,2
III,640001,650000,643427,335,0.0,2
III,660001,670000,661344,164,0.0,2
III,690001,700000,694684,244,0.0003,2
III,740001,750000,742145,377,0.004,2
III,770001,780000,775096,217,0.0,2
III,790001,800000,796033,190,0.0,2
III,800001,810000,803487,260,0.0022,2
III,810001,820000,813022,197,0.0,2
III,820001,830000,824851,248,0.002,2
III,840001,850000,844814,245,0.0,2
III,850001,860000,854792,521,0.0006,2
III,860001,870000,862787,338,0.0007,2
III,870001,880000,877613,329,0.0,2
III,880001,890000,884408,410,0.0018,2
III,890001,900000,893585,348,0.0,2
III,900001,910000,904758,278,0.0019,2
III,910001,920000,912198,190,0.0027,2
III,1050001,1060000,1052061,290,0.0003,2
III,1150001,1160000,1155698,188,0.0,2
III,1160001,1170000,1168803,175,0.0017,2
III,1170001,1180000,1174874,355,0.0002,2
III,1240001,1250000,1245117,206,0.0125,2
III,1260001,1270000,1268667,195,0.0244,2
III,1300001,1310000,1306819,160,0.0101,2
III,1310001,1320000,1316020,200,0.0004,2
III,1340001,1350000,1342256,251,0.0003,2
III,1500001,1510000,1503911,250,0.0027,2
III,1520001,1530000,1524537,263,0.0,2
III,1570001,1580000,1574914,228,0.0028,2
III,1610001,1620000,1613062,194,0.0013,2
III,1680001,1690000,1687611,238,0.0008,2
III,1710001,1720000,1711958,244,0.002,2
III,1800001,1810000,1806611,167,0.0,2
III,1870001,1880000,1874088,186,0.0,2
III,1890001,1900000,1897794,161,0.0015,2
III,1930001,1940000,1931655,180,0.0,2
III,2050001,2060000,2056003,183,0.0,2
III,2060001,2070000,2067989,206,0.0008,2
III,2110001,2120000,2118790,188,0.0013,2
III,2140001,2150000,2142878,204,0.0,2
III,2200001,2210000,2204718,163,0.003,2
III,2210001,2220000,2213799,188,0.0,2
III,2220001,2230000,2224615,227,0.0,2
III,2240001,2250000,2243144,160,0.0018,2
III,2250001,2260000,2252899,226,0.0022,2
III,2260001,2270000,2263938,233,0.0,2
III,2290001,2300000,2293683,216,0.0046,2
III,2300001,2310000,2304170,531,0.0032,2
III,2320001,2330000,2324335,310,0.0,2
III,2470001,2480000,2476693,316,0.0,2
III,2480001,2490000,2484397,186,0.0043,2
III,2510001,2520000,2517081,222,0.0,2
III,2560001,2570000,2563707,201,0.0017,2
III,2570001,2580000,2573975,167,0.0,2
III,2580001,2590000,2586889,362,0.0003,2
III,2600001,2610000,2605563,211,0.0023,2
III,2610001,2620000,2615172,266,0.0015,2
III,2620001,2630000,2621269,233,0.0022,2
III,2650001,2660000,2659356,210,0.0008,2
III,2670001,2680000,2671972,207,0.0004,2
III,2700001,2710000,2706972,199,0.0,2
III,2710001,2720000,2712389,227,0.0004,2
III,2730001,2740000,2735365,216,0.0,2
III,2800001,2810000,2803807,318,0.0014,2
III,2840001,2850000,2846691,407,0.0099,2
III,2910001,2920000,2916669,162,0.0,2
III,2920001,2930000,2927734,264,0.0,2
III,2940001,2950000,2942324,228,0.0024,2
III,3000001,3010000,3002712,229,0.0,2
III,3060001,3070000,3065744,231,0.0,2
III,3130001,3140000,3133699,165,0.0,2
III,3170001,3180000,3175861,543,0.0021,2
III,3200001,3210000,3205285,198,0.0019,2
III,3240001,3250000,3247284,173,0.0,2
III,3250001,3260000,3255395,193,0.0005,2
III,3370001,3380000,3378986,160,0.0025,2
III,3400001,3410000,3405274,323,0.0016,2
III,3410001,3420000,3417562,314,0.0,2
III,3440001,3450000,3441068,278,0.0,2
III,3450001,3460000,3456145,578,0.0005,2
III,3480001,3490000,3483668,311,0.0012,2
III,3490001,3500000,3493841,475,0.0,2
III,3500001,3510000,3505370,243,0.0,2
III,3510001,3520000,3511790,197,0.0,2
III,3520001,3530000,3523739,272,0.0,2
III,3550001,3560000,3554352,162,0.0,2
III,3640001,3650000,3647623,217,0.0,2
III,3650001,3660000,3652744,283,0.0018,2
III,3700001,3710000,3702714,330,0.0,2
III,3710001,3720000,3713607,561,0.0001,2
III,3750001,3760000,3756146,180,0.0,2
III,3770001,3780000,3774684,417,0.0,2
III,3790001,3800000,3791747,211,0.0,2
III,3820001,3830000,3825436,248,0.0,2
III,3830001,3840000,3835625,516,0.0016,2
III,3840001,3850000,3844310,392,0.0002,2
III,3850001,3860000,3854719,221,0.0,2
III,3900001,3910000,3907420,437,0.0,2
III,3910001,3920000,3914509,692,0.0,2
III,3920001,3930000,3923826,201,0.0025,2
III,4030001,4040000,4032368,245,0.0,2
III,4050001,4060000,4057447,411,0.0,2
III,4080001,4090000,4084577,429,0.0,2
III,4090001,4100000,4095456,239,0.0,2
III,4120001,4130000,4127926,188,0.0,2
III,4150001,4160000,4152793,417,0.0006,2
III,4170001,4180000,4172880,265,0.0,2
III,4180001,4190000,4184611,578,0.0,2
III,4190001,4200000,4193127,300,0.0,2
III,4200001,4210000,4205879,272,0.0003,2
III,4210001,4220000,4213088,318,0.0003,2
III,4240001,4250000,4243155,285,0.0003,2
III,4250001,4260000,4255979,681,0.0002,2
III,4260001,4270000,4266757,377,0.0,2
III,4280001,4290000,4288524,252,0.0,2
III,4290001,4300000,4292220,297,0.0,2
III,4300001,4310000,4305329,436,0.0,2
III,4310001,4320000,4312807,442,0.0,2
III,4330001,4340000,4337508,187,0.0,2
III,4340001,4350000,4344305,262,0.0003,2
III,4360001,4370000,4366170,338,0.0002,2
III,4370001,4380000,4371980,188,0.0005,2
III,4380001,4390000,4384030,342,0.0005,2
III,4400001,4410000,4404178,396,0.0,2
III,4410001,4420000,4412572,330,0.0002,2
III,4420001,4430000,4422926,353,0.0,2
III,4430001,4440000,4433009,249,0.0003,2
III,4470001,4480000,4474366,322,0.0,2
III,4520001,4530000,4525276,663,0.0,2
III,4530001,4540000,4535164,1017,0.0005,2
III,4540001,4550000,4543663,454,0.0,2
III,4550001,4560000,4556654,200,0.0004,2
III,4560001,4570000,4568099,188,0.0,2
III,4570001,4580000,4576232,441,0.0,2
III,4580001,4590000,4585407,435,0.0,2
III,4590001,4600000,4592634,198,0.0,2
III,4600001,4610000,4607385,499,0.0,2
III,4610001,4620000,4613768,301,0.0,2
III,4620001,4630000,4626640,423,0.0004,2
III,4640001,4650000,4643909,254,0.001,2
III,4670001,4680000,4675845,262,0.0,2
III,4690001,4700000,4695136,829,0.0003,2
III,4700001,4710000,4704451,529,0.0,2
III,4710001,4720000,4716413,791,0.0,2
III,4720001,4730000,4727643,541,0.0,2
III,4730001,4740000,4733790,182,0.0,2
III,4750001,4760000,4756792,540,0.0,2
III,4770001,4780000,4773543,395,0.001,2
III,4780001,4790000,4785521,590,0.0005,2
III,4800001,4810000,4803290,249,0.0,2
III,4810001,4820000,4817197,207,0.0026,2
III,4820001,4830000,4823493,238,0.0007,2
III,4840001,4850000,4845203,437,0.0004,2
III,4850001,4860000,4854286,564,0.0007,2
III,4860001,4870000,4867017,317,0.0,2
III,4870001,4880000,4875621,198,0.0,2
III,4880001,4890000,4885880,470,0.0011,2
III,4890001,4900000,4895026,365,0.0,2
III,4900001,4910000,4903892,396,0.0,2
III,4910001,4920000,4914422,468,0.0004,2
III,4920001,4930000,4927481,222,0.0004,2
III,4930001,4940000,4936480,416,0.0,2
III,4940001,4950000,4941275,196,0.0,2
III,4950001,4960000,4955618,343,0.0,2
III,4970001,4980000,4974303,353,0.0,2
III,4990001,5000000,4994714,609,0.0001,2
III,5000001,5010000,5004728,311,0.0,2
III,5030001,5040000,5036924,189,0.0,2
III,5040001,5050000,5049135,228,0.0,2
III,5050001,5060000,5057643,178,0.0013,2
III,5060001,5070000,5061778,417,0.0011,2
III,5100001,5110000,5105375,716,0.0015,2
III,5110001,5120000,5113349,460,0.0,2
III,5150001,5160000,5155764,433,0.0006,2
III,5160001,5170000,5165071,542,0.0,2
III,5170001,5180000,5174384,569,0.0001,2
III,5180001,5190000,5188501,407,0.0002,2
III,5190001,5200000,5196474,676,0.0006,2
III,5200001,5210000,5206279,398,0.0,2
III,5220001,5230000,5227599,608,0.0,2
III,5230001,5240000,5236725,698,0.0,2
III,5250001,5260000,5257013,588,0.0,2
III,5260001,5270000,5263865,412,0.0007,2
III,5270001,5280000,5273075,255,0.0,2
III,5300001,5310000,5304485,363,0.0,2
III,5320001,5330000,5325737,673,0.0001,2
III,5330001,5340000,5332189,168,0.0,2
III,5360001,5370000,5364034,257,0.0,2
III,5380001,5390000,5387517,399,0.0,2
III,5390001,5400000,5395027,326,0.0011,2
III,5400001,5410000,5407181,306,0.0,2
III,5430001,5440000,5432983,197,0.0,2
III,5440001,5450000,5443806,207,0.0004,2
III,5450001,5460000,5453700,485,0.0,2
III,5460001,5470000,5465804,166,0.0028,2
III,5480001,5490000,5483949,560,0.0006,2
III,5490001,5500000,5493623,381,0.0,2
III,5510001,5520000,5514278,439,0.0007,2
III,5530001,5540000,5534139,609,0.0005,2
III,5540001,5550000,5544794,367,0.0,2
III,5550001,5560000,5555509,313,0.0011,2
III,5580001,5590000,5584433,299,0.0,2
III,5590001,5600000,5592949,207,0.0,2
III,5600001,5610000,5608008,400,0.0,2
III,5610001,5620000,5615562,337,0.0014,2
III,5660001,5670000,5667577,196,0.0,2
III,5670001,5680000,5674611,370,0.0004,2
III,5690001,5700000,5695972,196,0.0,2
III,5700001,5710000,5704733,428,0.0004,2
III,5720001,5730000,5726155,412,0.0002,2
III,5730001,5740000,5737600,187,0.0,2
III,5740001,5750000,5744565,369,0.0009,2
III,5770001,5780000,5775387,598,0.0003,2
III,5790001,5800000,5794696,464,0.0,2
III,5800001,5810000,5804407,537,0.0006,2
III,5850001,5860000,5854940,572,0.0,2
