chr,start,end,mid,sites,pi_all,fold_degeneracy
X,11030001,11040000,11037642,196,0.0,0
X,11040001,11050000,11042381,221,0.0,0
X,11050001,11060000,11057512,804,0.0,0
X,11060001,11070000,11064850,697,0.0,0
X,11070001,11080000,11078943,178,0.0022,0
X,11080001,11090000,11084380,183,0.0027,0
X,11110001,11120000,11115194,321,0.0,0
X,11140001,11150000,11148637,375,0.0011,0
X,11160001,11170000,11164607,820,0.0006,0
X,11170001,11180000,11174268,181,0.0005,0
X,11180001,11190000,11184920,166,0.0,0
X,11190001,11200000,11195428,755,0.0001,0
X,11200001,11210000,11204221,217,0.0004,0
X,11220001,11230000,11226426,182,0.0,0
X,11260001,11270000,11267273,197,0.001,0
X,11270001,11280000,11279124,164,0.0,0
X,11280001,11290000,11284649,359,0.0,0
X,11290001,11300000,11296010,248,0.0011,0
X,11300001,11310000,11302101,381,0.0028,0
X,11330001,11340000,11335652,267,0.0,0
X,11340001,11350000,11343995,899,0.0002,0
X,11350001,11360000,11355401,691,0.0003,0
X,11360001,11370000,11362355,237,0.0003,0
X,11390001,11400000,11394182,582,0.0001,0
X,11410001,11420000,11412636,568,0.0003,0
X,11420001,11430000,11424670,469,0.0,0
X,11490001,11500000,11494109,630,0.0,0
X,11500001,11510000,11506229,1024,0.0004,0
X,11510001,11520000,11513749,235,0.0,0
X,11520001,11530000,11527811,548,0.0003,0
X,11530001,11540000,11531413,380,0.0006,0
X,11540001,11550000,11545565,185,0.0,0
X,11560001,11570000,11564650,597,0.0005,0
X,11580001,11590000,11583727,823,0.0,0
X,11610001,11620000,11619609,185,0.003,0
X,11620001,11630000,11624149,460,0.0004,0
X,11640001,11650000,11647305,244,0.0003,0
X,11650001,11660000,11655432,173,0.0,0
X,11680001,11690000,11684707,629,0.0008,0
X,11690001,11700000,11695900,385,0.0013,0
X,11700001,11710000,11704829,523,0.0005,0
X,11710001,11720000,11712600,500,0.0008,0
X,11720001,11730000,11727072,203,0.0012,0
X,11760001,11770000,11761725,312,0.0,0
X,11820001,11830000,11828112,572,0.0001,0
X,11830001,11840000,11832191,396,0.0004,0
X,11840001,11850000,11848876,415,0.0013,0
X,11850001,11860000,11854334,200,0.0009,0
X,11860001,11870000,11861570,421,0.0,0
X,11870001,11880000,11877376,301,0.0005,0
X,11880001,11890000,11882505,483,0.002,0
X,11900001,11910000,11901484,165,0.0009,0
X,11920001,11930000,11922828,198,0.0,0
X,11930001,11940000,11931010,202,0.0,0
X,11940001,11950000,11945158,248,0.0009,0
X,11950001,11960000,11955025,358,0.0021,0
X,11970001,11980000,11972412,560,0.0004,0
X,11980001,11990000,11985620,455,0.0021,0
X,12020001,12030000,12023781,216,0.0004,0
X,12040001,12050000,12047624,214,0.0004,0
X,12060001,12070000,12069213,484,0.0012,0
X,12070001,12080000,12075573,482,0.0002,0
X,12100001,12110000,12102306,225,0.0,0
X,12110001,12120000,12116290,287,0.0,0
X,12130001,12140000,12134266,1177,0.0006,0
X,12150001,12160000,12151650,186,0.0,0
X,12170001,12180000,12171511,171,0.0,0
X,12210001,12220000,12217429,167,0.001,0
X,12220001,12230000,12226333,352,0.0,0
X,12230001,12240000,12239108,435,0.0012,0
X,12260001,12270000,12263592,967,0.0,0
X,12280001,12290000,12284723,1442,0.0009,0
X,12290001,12300000,12296265,446,0.0007,0
X,12300001,12310000,12301839,211,0.0004,0
X,12310001,12320000,12318541,462,0.0002,0
X,12320001,12330000,12323084,195,0.0,0
X,12330001,12340000,12332745,290,0.0012,0
X,12340001,12350000,12341994,388,0.0007,0
X,12350001,12360000,12354066,542,0.0005,0
X,12390001,12400000,12394782,360,0.0,0
X,12400001,12410000,12402599,250,0.0,0
X,12430001,12440000,12430962,200,0.0,0
X,12450001,12460000,12452628,432,0.0,0
X,12460001,12470000,12463117,182,0.0,0
X,12470001,12480000,12473306,877,0.0,0
X,12480001,12490000,12484297,360,0.0002,0
X,12570001,12580000,12576051,280,0.0021,0
X,12580001,12590000,12585111,166,0.0,0
X,12600001,12610000,12603845,171,0.0032,0
X,12610001,12620000,12615713,175,0.0041,0
X,12620001,12630000,12624901,565,0.0,0
X,12680001,12690000,12682821,338,0.0,0
X,12690001,12700000,12694138,200,0.0,0
X,12700001,12710000,12705539,504,0.0045,0
X,12720001,12730000,12726731,192,0.0,0
X,12730001,12740000,12735404,402,0.0012,0
X,12740001,12750000,12744750,754,0.0,0
X,12780001,12790000,12785928,514,0.0006,0
X,12800001,12810000,12806138,184,0.0,0
X,12840001,12850000,12846484,318,0.0,0
X,12850001,12860000,12859338,200,0.0021,0
X,12910001,12920000,12914863,294,0.0,0
X,12930001,12940000,12935992,170,0.0005,0
X,12940001,12950000,12941211,216,0.0,0
X,12970001,12980000,12975035,564,0.0,0
X,12980001,12990000,12984965,426,0.0,0
X,12990001,13000000,12996569,688,0.0017,0
X,13050001,13060000,13053769,228,0.001,0
X,13070001,13080000,13079699,272,0.0029,0
X,13080001,13090000,13084395,606,0.0007,0
X,13090001,13100000,13097843,633,0.001,0
X,13100001,13110000,13106555,295,0.0,0
X,13110001,13120000,13116770,288,0.0003,0
X,13130001,13140000,13138042,718,0.0001,0
X,13180001,13190000,13183464,176,0.0036,0
X,13220001,13230000,13226439,271,0.0003,0
X,13230001,13240000,13237670,223,0.0007,0
X,13240001,13250000,13247010,210,0.0,0
X,13260001,13270000,13264252,1045,0.0002,0
X,13270001,13280000,13274815,318,0.0005,0
X,13280001,13290000,13284254,620,0.0006,0
X,13300001,13310000,13303971,733,0.0015,0
X,13340001,13350000,13344811,271,0.0,0
X,13370001,13380000,13373929,271,0.0003,0
X,13400001,13410000,13407591,540,0.0002,0
X,13420001,13430000,13426351,337,0.0,0
X,13430001,13440000,13434494,342,0.0019,0
X,13440001,13450000,13447151,363,0.0011,0
X,13450001,13460000,13453817,386,0.0023,0
X,13490001,13500000,13491231,223,0.0019,0
X,13540001,13550000,13546633,349,0.0,0
X,13560001,13570000,13565902,251,0.0017,0
X,13570001,13580000,13579178,162,0.0,0
X,13580001,13590000,13586194,374,0.002,0
X,13590001,13600000,13598820,195,0.0017,0
X,13640001,13650000,13643516,234,0.0,0
X,13660001,13670000,13666510,311,0.0003,0
X,13670001,13680000,13678850,278,0.0012,0
X,13680001,13690000,13681447,205,0.0,0
X,13690001,13700000,13693677,163,0.0026,0
X,13710001,13720000,13717945,294,0.0003,0
X,13720001,13730000,13727304,344,0.0002,0
X,13750001,13760000,13752008,270,0.0,0
X,13760001,13770000,13762448,404,0.0002,0
X,13780001,13790000,13787281,178,0.0,0
X,13790001,13800000,13799507,243,0.0,0
X,13840001,13850000,13843704,306,0.0033,0
X,13860001,13870000,13862364,396,0.0,0
X,13900001,13910000,13901256,193,0.0,0
X,13910001,13920000,13915483,160,0.0,0
X,13920001,13930000,13928539,472,0.001,0
X,13950001,13960000,13952742,933,0.0001,0
X,13980001,13990000,13987087,161,0.0006,0
X,13990001,14000000,13996571,580,0.0,0
X,14000001,14010000,14004053,232,0.0,0
X,14010001,14020000,14011738,194,0.0004,0
X,14030001,14040000,14035197,290,0.0003,0
X,14060001,14070000,14062896,347,0.0005,0
X,14070001,14080000,14075951,697,0.0017,0
X,14080001,14090000,14084773,406,0.0019,0
X,14100001,14110000,14105606,1042,0.0009,0
X,14120001,14130000,14127083,386,0.0006,0
X,14130001,14140000,14131699,239,0.001,0
X,14160001,14170000,14165378,703,0.0,0
X,14170001,14180000,14173170,234,0.0,0
X,14180001,14190000,14184433,181,0.0,0
X,14190001,14200000,14198643,164,0.0,0
X,14230001,14240000,14239846,184,0.0,0
X,14240001,14250000,14245551,292,0.0021,0
X,14260001,14270000,14263185,217,0.0055,0
X,14270001,14280000,14277231,570,0.0006,0
X,14280001,14290000,14282117,345,0.002,0
X,14310001,14320000,14312308,340,0.0004,0
X,14320001,14330000,14325184,202,0.0004,0
X,14350001,14360000,14352514,287,0.0003,0
X,14380001,14390000,14383441,191,0.0121,0
X,14390001,14400000,14393737,176,0.0046,0
X,14420001,14430000,14423700,251,0.0019,0
X,14460001,14470000,14465350,317,0.0016,0
X,14480001,14490000,14483624,197,0.0024,0
X,14510001,14520000,14511686,252,0.0,0
X,14520001,14530000,14525856,517,0.0002,0
X,14540001,14550000,14542116,266,0.0,0
X,14550001,14560000,14553867,328,0.0,0
X,14570001,14580000,14576362,313,0.0,0
X,14580001,14590000,14583651,802,0.0004,0
X,14590001,14600000,14598118,288,0.0003,0
X,14600001,14610000,14605344,217,0.0,0
X,14610001,14620000,14615894,442,0.0,0
X,14620001,14630000,14621363,429,0.0,0
X,14640001,14650000,14642766,225,0.0009,0
X,14660001,14670000,14663767,424,0.0009,0
X,14680001,14690000,14683782,793,0.0005,0
X,14690001,14700000,14699278,247,0.001,0
X,14700001,14710000,14704256,488,0.0002,0
X,14710001,14720000,14713062,316,0.0003,0
X,14740001,14750000,14749785,188,0.0006,0
X,14760001,14770000,14765404,659,0.0009,0
X,14800001,14810000,14805427,175,0.0,0
X,14820001,14830000,14824320,164,0.0,0
X,14830001,14840000,14835995,187,0.0013,0
X,14850001,14860000,14850269,166,0.0,0
X,14860001,14870000,14867009,763,0.0014,0
X,14870001,14880000,14871689,419,0.0002,0
X,14890001,14900000,14896668,263,0.0,0
X,14900001,14910000,14902200,478,0.0005,0
X,14940001,14950000,14943755,348,0.0,0
X,14960001,14970000,14964515,386,0.0,0
X,14980001,14990000,14985382,497,0.0002,0
X,15050001,15060000,15054987,245,0.0004,0
X,15060001,15070000,15065517,293,0.0,0
X,15070001,15080000,15072306,369,0.0017,0
X,15080001,15090000,15085969,201,0.0004,0
X,15090001,15100000,15094111,592,0.0,0
X,15100001,15110000,15103861,258,0.0,0
X,15110001,15120000,15113059,204,0.0,0
X,15120001,15130000,15125411,193,0.0,0
X,15170001,15180000,15175785,246,0.0,0
X,15230001,15240000,15239709,347,0.0015,0
X,15240001,15250000,15243790,367,0.0002,0
X,15270001,15280000,15272744,248,0.0,0
X,15310001,15320000,15315691,186,0.0,0
X,15330001,15340000,15332478,317,0.0,0
X,15410001,15420000,15418839,210,0.0004,0
X,15420001,15430000,15425415,465,0.0,0
X,15460001,15470000,15468519,414,0.0014,0
X,15480001,15490000,15486891,706,0.0006,0
X,15490001,15500000,15495750,241,0.0,0
X,15500001,15510000,15504629,223,0.0004,0
X,15540001,15550000,15545438,550,0.0003,0
X,15580001,15590000,15584141,247,0.0,0
X,15590001,15600000,15592430,328,0.0005,0
X,15600001,15610000,15606294,176,0.0,0
X,15610001,15620000,15614263,529,0.0002,0
X,15720001,15730000,15726280,1046,0.0007,0
X,15730001,15740000,15732946,753,0.0,0
X,15780001,15790000,15785485,245,0.0,0
X,15800001,15810000,15803051,194,0.0,0
X,15830001,15840000,15836638,269,0.0,0
X,15840001,15850000,15846351,234,0.0033,0
X,15850001,15860000,15853355,247,0.0015,0
X,15860001,15870000,15864532,473,0.0014,0
X,15880001,15890000,15883967,354,0.0002,0
X,15910001,15920000,15913712,165,0.0,0
X,15930001,15940000,15935007,215,0.0,0
X,15940001,15950000,15946342,269,0.0,0
X,15950001,15960000,15953608,228,0.0,0
X,15980001,15990000,15980740,260,0.0004,0
X,16030001,16040000,16032990,331,0.0,0
X,16080001,16090000,16084605,277,0.0,0
X,16120001,16130000,16125771,224,0.0,0
X,16220001,16230000,16225178,292,0.0,0
X,16230001,16240000,16230796,334,0.0,0
X,16260001,16270000,16269074,573,0.0008,0
X,16280001,16290000,16282154,304,0.001,0
X,16300001,16310000,16302399,319,0.0005,0
X,16310001,16320000,16311982,418,0.0,0
X,16350001,16360000,16358560,252,0.0,0
X,16380001,16390000,16383467,935,0.0001,0
X,16390001,16400000,16399503,224,0.0,0
X,16470001,16480000,16473808,482,0.0002,0
X,16510001,16520000,16518805,363,0.0007,0
X,16540001,16550000,16545248,529,0.0002,0
X,16580001,16590000,16585713,317,0.0,0
X,16630001,16640000,16635397,324,0.0,0
X,16640001,16650000,16640592,204,0.0,0
X,16650001,16660000,16653191,906,0.0001,0
X,16740001,16750000,16745572,312,0.0,0
X,16750001,16760000,16751177,161,0.0,0
X,16760001,16770000,16765277,232,0.0,0
X,16800001,16810000,16806451,429,0.0006,0
X,16830001,16840000,16835160,222,0.0009,0
X,16840001,16850000,16843686,430,0.0002,0
X,16860001,16870000,16865612,739,0.0003,0
X,16870001,16880000,16878393,369,0.0002,0
X,16890001,16900000,16894024,482,0.0002,0
X,16920001,16930000,16925170,765,0.0,0
X,16960001,16970000,16968428,307,0.0,0
X,16970001,16980000,16974755,274,0.0,0
X,17000001,17010000,17006522,186,0.0,0
X,17010001,17020000,17016416,461,0.0007,0
X,17020001,17030000,17024918,421,0.0,0
X,17040001,17050000,17044140,531,0.0002,0
X,17050001,17060000,17053668,483,0.0,0
X,17090001,17100000,17098307,190,0.0,0
X,17100001,17110000,17107291,181,0.0,0
X,17130001,17140000,17135983,561,0.0,0
X,17140001,17150000,17149124,198,0.0013,0
X,17150001,17160000,17156712,247,0.0004,0
X,17180001,17190000,17189143,162,0.0026,0
X,17190001,17200000,17192250,347,0.0,0
X,17220001,17230000,17224150,288,0.0,0
X,17300001,17310000,17303247,383,0.0,0
X,17320001,17330000,17323196,249,0.0,0
X,17360001,17370000,17363410,831,0.0005,0
X,17380001,17390000,17384884,296,0.0003,0
X,17400001,17410000,17407103,381,0.0,0
X,17450001,17460000,17456673,479,0.0,0
X,17460001,17470000,17468130,755,0.0,0
X,17470001,17480000,17473101,365,0.0,0
X,17530001,17540000,17531420,161,0.002,0
X,17570001,17580000,17578627,248,0.0027,0
X,17600001,17610000,17604378,542,0.0008,0
X,17650001,17660000,17651117,187,0.0017,0
I,40001,50000,46193,230,0.0,2
I,50001,60000,57089,195,0.0,2
I,110001,120000,113914,237,0.0,2
I,120001,130000,122880,213,0.0028,2
I,140001,150000,142874,275,0.0,2
I,150001,160000,151606,390,0.0,2
I,200001,210000,203325,282,0.0022,2
I,300001,310000,305519,236,0.0,2
I,310001,320000,315071,166,0.0,2
I,350001,360000,352913,203,0.0008,2
I,360001,370000,365723,209,0.0,2
I,450001,460000,457649,355,0.0005,2
I,500001,510000,508399,339,0.0005,2
I,590001,600000,596077,171,0.0,2
I,650001,660000,653581,209,0.0,2
I,680001,690000,685445,219,0.0,2
I,690001,700000,690846,193,0.01,2
I,710001,720000,717340,168,0.0022,2
I,910001,920000,913069,191,0.0,2
I,1000001,1010000,1007179,263,0.0013,2
I,1030001,1040000,1034348,318,0.0093,2
I,1340001,1350000,1343951,207,0.002,2
I,1460001,1470000,1465964,161,0.0128,2
I,1640001,1650000,1644471,268,0.0028,2
I,1670001,1680000,1672540,188,0.0005,2
I,1780001,1790000,1784351,287,0.0,2
I,1810001,1820000,1815416,188,0.0018,2
I,1830001,1840000,1833667,196,0.0,2
I,1920001,1930000,1927827,230,0.0,2
I,2040001,2050000,2049465,170,0.0,2
I,2110001,2120000,2112414,168,0.0025,2
I,2230001,2240000,2237367,316,0.0008,2
I,2260001,2270000,2265170,167,0.0034,2
I,2300001,2310000,2304602,436,0.0004,2
I,2310001,2320000,2314529,333,0.0007,2
I,2550001,2560000,2555247,187,0.0024,2
I,2590001,2600000,2592863,182,0.0005,2
I,2620001,2630000,2623427,357,0.0012,2
I,2710001,2720000,2714086,189,0.0,2
I,2780001,2790000,2785533,309,0.0022,2
I,2800001,2810000,2806150,236,0.0055,2
I,2810001,2820000,2812773,340,0.0013,2
I,2880001,2890000,2886175,252,0.0003,2
I,2890001,2900000,2895035,245,0.0026,2
I,2910001,2920000,2915048,185,0.0028,2
I,2920001,2930000,2924811,164,0.0005,2
I,2950001,2960000,2952316,202,0.0008,2
I,2990001,3000000,2995228,176,0.0,2
I,3010001,3020000,3013556,223,0.0019,2
I,3060001,3070000,3065393,177,0.0,2
I,3090001,3100000,3093005,191,0.0005,2
I,3150001,3160000,3154215,202,0.0016,2
I,3180001,3190000,3185386,403,0.0023,2
I,3190001,3200000,3196780,181,0.0,2
I,3260001,3270000,3263640,177,0.0,2
I,3300001,3310000,3304682,206,0.0,2
I,3350001,3360000,3357142,173,0.0018,2
I,3430001,3440000,3436435,508,0.0021,2
I,3440001,3450000,3444254,216,0.0016,2
I,3450001,3460000,3455375,373,0.0,2
I,3480001,3490000,3484955,193,0.0005,2
I,3500001,3510000,3505336,209,0.0008,2
I,3520001,3530000,3524873,170,0.0,2
I,3560001,3570000,3565840,165,0.0,2
I,3570001,3580000,3572929,443,0.0026,2
I,3580001,3590000,3583087,232,0.0,2
I,3610001,3620000,3613583,411,0.0013,2
I,3630001,3640000,3634240,250,0.0023,2
I,3640001,3650000,3642104,173,0.0,2
I,3660001,3670000,3668261,160,0.0,2
I,3690001,3700000,3695468,536,0.0,2
I,3710001,3720000,3715470,270,0.0009,2
I,3730001,3740000,3734286,341,0.0,2
I,3770001,3780000,3775884,216,0.0,2
I,3780001,3790000,3784857,211,0.0017,2
I,3810001,3820000,3812803,273,0.0003,2
I,3830001,3840000,3833516,297,0.0005,2
I,3840001,3850000,3840535,163,0.0,2
I,3860001,3870000,3866478,177,0.0028,2
I,3900001,3910000,3905634,198,0.0,2
I,3930001,3940000,3937955,349,0.001,2
I,3940001,3950000,3943971,668,0.001,2
I,3950001,3960000,3950822,337,0.0,2
I,4020001,4030000,4024906,311,0.0003,2
I,4050001,4060000,4056109,229,0.0,2
I,4060001,4070000,4067186,396,0.0024,2
I,4070001,4080000,4072369,284,0.0,2
I,4080001,4090000,4085089,238,0.0,2
I,4100001,4110000,4106413,308,0.0,2
I,4110001,4120000,4114052,340,0.0,2
I,4130001,4140000,4134934,198,0.0,2
I,4160001,4170000,4166033,235,0.0007,2
I,4180001,4190000,4186720,219,0.0,2
I,4200001,4210000,4206720,417,0.0,2
I,4210001,4220000,4212702,341,0.0013,2
I,4230001,4240000,4235420,282,0.0019,2
I,4240001,4250000,4246068,381,0.0004,2
I,4250001,4260000,4254511,274,0.0,2
I,4260001,4270000,4266989,296,0.0,2
I,4320001,4330000,4325634,277,0.0,2
I,4330001,4340000,4334196,350,0.0,2
I,4350001,4360000,4358970,215,0.0,2
I,4380001,4390000,4383944,534,0.0005,2
I,4390001,4400000,4395452,964,0.0003,2
I,4420001,4430000,4425617,244,0.0,2
I,4440001,4450000,4447965,163,0.0011,2
I,4450001,4460000,4454416,421,0.0,2
I,4500001,4510000,4501881,167,0.0,2
I,4510001,4520000,4514997,175,0.0,2
I,4530001,4540000,4538366,167,0.0023,2
I,4580001,4590000,4584009,369,0.0011,2
I,4600001,4610000,4604602,276,0.0,2
I,4610001,4620000,4612936,405,0.0002,2
I,4620001,4630000,4622604,344,0.0,2
I,4630001,4640000,4632934,161,0.0,2
I,4650001,4660000,4656082,264,0.0003,2
I,4660001,4670000,4668936,267,0.0,2
I,4690001,4700000,4692647,459,0.0,2
I,4720001,4730000,4725525,235,0.0,2
I,4730001,4740000,4735634,365,0.0,2
I,4740001,4750000,4741830,257,0.0,2
I,4750001,4760000,4757479,292,0.0003,2
I,4770001,4780000,4774586,168,0.0,2
I,4790001,4800000,4791071,177,0.0009,2
I,4820001,4830000,4825601,562,0.0003,2
I,4830001,4840000,4833132,216,0.0,2
I,4900001,4910000,4903435,308,0.0,2
I,4920001,4930000,4925576,320,0.0,2
I,4960001,4970000,4967905,209,0.0,2
I,4990001,5000000,4991593,263,0.0,2
I,5000001,5010000,5004202,179,0.0009,2
I,5050001,5060000,5056599,280,0.0,2
I,5060001,5070000,5061440,189,0.0009,2
I,5080001,5090000,5083542,171,0.0,2
I,5100001,5110000,5104084,345,0.0,2
I,5110001,5120000,5115401,481,0.0002,2
I,5120001,5130000,5126463,398,0.0004,2
I,5130001,5140000,5135112,172,0.0,2
I,5140001,5150000,5146959,171,0.0,2
I,5150001,5160000,5159113,233,0.0004,2
I,5160001,5170000,5165243,627,0.0001,2
I,5170001,5180000,5174919,535,0.0005,2
I,5180001,5190000,5184666,254,0.0,2
I,5200001,5210000,5201775,191,0.0,2
I,5230001,5240000,5236054,275,0.0003,2
I,5240001,5250000,5246489,406,0.0002,2
I,5250001,5260000,5254545,510,0.0002,2
I,5270001,5280000,5274831,370,0.0002,2
I,5320001,5330000,5326883,547,0.0002,2
I,5350001,5360000,5353058,211,0.0004,2
I,5420001,5430000,5426062,177,0.0,2
I,5430001,5440000,5436949,291,0.0,2
I,5480001,5490000,5485752,269,0.0006,2
I,5510001,5520000,5513765,321,0.0003,2
I,5520001,5530000,5525066,508,0.0,2
I,5540001,5550000,5547849,199,0.0,2
I,5560001,5570000,5565555,477,0.0,2
I,5570001,5580000,5575111,263,0.0003,2
I,5580001,5590000,5584499,282,0.0,2
I,5590001,5600000,5594495,179,0.0,2
I,5610001,5620000,5614315,402,0.0,2
I,5620001,5630000,5625085,175,0.0,2
I,5640001,5650000,5647238,256,0.0,2
I,5650001,5660000,5654284,781,0.0002,2
I,5660001,5670000,5662782,367,0.0002,2
I,5670001,5680000,5674000,237,0.0,2
I,5770001,5780000,5771831,165,0.0,2
I,5790001,5800000,5795596,456,0.0002,2
I,5800001,5810000,5805637,527,0.0,2
I,5810001,5820000,5814833,749,0.0001,2
I,5820001,5830000,5825479,387,0.0017,2
I,5830001,5840000,5833808,197,0.0,2
I,5840001,5850000,5846162,346,0.0,2
I,5850001,5860000,5853618,317,0.0005,2
I,5860001,5870000,5865578,465,0.0002,2
I,5870001,5880000,5875675,324,0.0,2
I,5890001,5900000,5893829,234,0.0,2
I,5910001,5920000,5917279,386,0.0006,2
I,5920001,5930000,5925504,540,0.0009,2
I,5930001,5940000,5932352,435,0.0,2
I,5940001,5950000,5945346,340,0.0,2
I,5960001,5970000,5965745,247,0.0,2
I,5980001,5990000,5985985,180,0.0014,2
I,5990001,6000000,5994292,193,0.0004,2
I,6010001,6020000,6014841,583,0.0007,2
I,6020001,6030000,6025518,254,0.0,2
I,6030001,6040000,6033841,321,0.0016,2
I,6040001,6050000,6045236,311,0.0011,2
I,6050001,6060000,6057205,389,0.0,2
I,6060001,6070000,6063358,265,0.0016,2
I,6080001,6090000,6084456,206,0.0,2
I,6140001,6150000,6144686,190,0.0,2
I,6180001,6190000,6188099,385,0.0,2
I,6190001,6200000,6191285,285,0.0,2
I,6200001,6210000,6203666,289,0.0002,2
I,6210001,6220000,6213985,388,0.0,2
I,6240001,6250000,6245576,517,0.0003,2
I,6250001,6260000,6255740,270,0.0003,2
I,6300001,6310000,6304214,312,0.0009,2
I,6310001,6320000,6312988,178,0.0,2
I,6340001,6350000,6344142,188,0.0,2
I,6350001,6360000,6356512,269,0.0,2
I,6360001,6370000,6367620,236,0.0,2
I,6370001,6380000,6375186,273,0.0,2
I,6380001,6390000,6385512,176,0.0,2
I,6420001,6430000,6424853,358,0.0,2
I,6440001,6450000,6446018,467,0.0003,2
I,6450001,6460000,6453686,161,0.0,2
I,6460001,6470000,6464147,237,0.0,2
I,6480001,6490000,6485183,196,0.0004,2
I,6490001,6500000,6496150,273,0.0,2
I,6500001,6510000,6506730,219,0.0,2
I,6540001,6550000,6544498,547,0.0003,2
I,6550001,6560000,6554009,404,0.0,2
I,6560001,6570000,6563364,737,0.0001,2
I,6590001,6600000,6597905,230,0.0004,2
I,6600001,6610000,6602204,257,0.0,2
I,6610001,6620000,6616613,224,0.0,2
I,6620001,6630000,6623852,255,0.0,2
I,6660001,6670000,6667173,277,0.0003,2
I,6700001,6710000,6706794,174,0.0,2
I,6720001,6730000,6724947,262,0.0,2
I,6730001,6740000,6734537,545,0.0,2
I,6740001,6750000,6746670,291,0.0006,2
I,6790001,6800000,6796868,318,0.0003,2
I,6830001,6840000,6837655,174,0.0009,2
I,6840001,6850000,6844868,169,0.0005,2
I,6850001,6860000,6854221,232,0.0,2
I,6870001,6880000,6873271,181,0.0,2
I,6880001,6890000,6888020,185,0.0,2
I,6890001,6900000,6892402,238,0.0004,2
I,6900001,6910000,6905723,396,0.0,2
I,6910001,6920000,6914838,434,0.0,2
I,6920001,6930000,6923691,208,0.0,2
I,6940001,6950000,6945204,223,0.0,2
I,6970001,6980000,6973936,181,0.0,2
I,7010001,7020000,7015305,419,0.0009,2
I,7080001,7090000,7085035,174,0.0,2
I,7090001,7100000,7094787,466,0.0006,2
I,7110001,7120000,7117055,234,0.0,2
I,7130001,7140000,7135487,192,0.0,2
I,7150001,7160000,7154586,384,0.0002,2
I,7160001,7170000,7164048,686,0.0,2
I,7180001,7190000,7185542,249,0.0003,2
I,7190001,7200000,7191532,308,0.0,2
I,7220001,7230000,7225787,350,0.0002,2
I,7230001,7240000,7233652,457,0.0,2
I,7250001,7260000,7254183,354,0.0,2
I,7290001,7300000,7294639,367,0.0,2
I,7300001,7310000,7305736,366,0.0002,2
I,7310001,7320000,7312649,219,0.0,2
I,7340001,7350000,7345778,197,0.0,2
I,7350001,7360000,7353168,289,0.0,2
I,7450001,7460000,7453060,461,0.0,2
I,7480001,7490000,7488751,334,0.0,2
I,7500001,7510000,7504758,261,0.002,2
I,7510001,7520000,7512010,218,0.0,2
I,7550001,7560000,7557193,519,0.0003,2
I,7560001,7570000,7564946,636,0.0,2
I,7580001,7590000,7586078,583,0.0,2
I,7590001,7600000,7593876,396,0.0,2
I,7600001,7610000,7604740,521,0.0,2
I,7610001,7620000,7617453,247,0.0003,2
I,7620001,7630000,7628644,404,0.0011,2
I,7630001,7640000,7634900,801,0.0,2
I,7640001,7650000,7646927,429,0.0,2
I,7650001,7660000,7654225,320,0.0007,2
I,7670001,7680000,7675454,249,0.0,2
I,7680001,7690000,7683849,417,0.0004,2
I,7690001,7700000,7695244,216,0.0,2
I,7700001,7710000,7702727,179,0.0,2
I,7730001,7740000,7735634,614,0.0003,2
I,7820001,7830000,7826268,204,0.0,2
I,7830001,7840000,7834302,251,0.0,2
I,7850001,7860000,7854331,523,0.0003,2
I,7870001,7880000,7871260,273,0.0006,2
I,7890001,7900000,7892392,227,0.0,2
I,7920001,7930000,7924370,439,0.0,2
I,7930001,7940000,7935573,577,0.0003,2
I,7940001,7950000,7945868,194,0.0,2
I,7950001,7960000,7955486,210,0.0074,2
I,7960001,7970000,7965110,481,0.0,2
I,7970001,7980000,7974861,162,0.0,2
I,8010001,8020000,8016531,318,0.0,2
I,8020001,8030000,8024051,513,0.0005,2
I,8030001,8040000,8034797,335,0.0002,2
I,8040001,8050000,8041744,175,0.0,2
I,8050001,8060000,8053356,287,0.0,2
I,8060001,8070000,8064932,488,0.0,2
I,8070001,8080000,8076916,392,0.0002,2
I,8080001,8090000,8086578,366,0.0,2
I,8150001,8160000,8156853,282,0.0006,2
I,8160001,8170000,8166095,361,0.0002,2
I,8220001,8230000,8223950,318,0.0003,2
I,8290001,8300000,8296808,322,0.0,2
I,8310001,8320000,8318151,188,0.0,2
I,8320001,8330000,8323780,303,0.0,2
I,8330001,8340000,8336526,388,0.0,2
I,8340001,8350000,8342582,310,0.0,2
I,8350001,8360000,8357706,189,0.0004,2
I,8360001,8370000,8366047,508,0.004,2
I,8370001,8380000,8376620,189,0.0,2
I,8390001,8400000,8397503,197,0.0,2
I,8410001,8420000,8415228,284,0.0,2
I,8420001,8430000,8423501,247,0.0,2
I,8430001,8440000,8434386,419,0.0,2
I,8460001,8470000,8465605,169,0.0,2
I,8470001,8480000,8472757,177,0.0005,2
I,8480001,8490000,8487882,196,0.0,2
I,8490001,8500000,8494123,279,0.0,2
I,8520001,8530000,8526110,322,0.0,2
I,8530001,8540000,8530916,175,0.0,2
I,8550001,8560000,8553319,602,0.0001,2
I,8570001,8580000,8575595,195,0.0,2
I,8590001,8600000,8594822,341,0.0,2
I,8610001,8620000,8613105,164,0.0,2
I,8640001,8650000,8642512,210,0.0004,2
I,8660001,8670000,8663861,172,0.0005,2
I,8690001,8700000,8694871,305,0.0,2
I,8700001,8710000,8703721,244,0.0,2
